"PIC","SITE","DEPTH","LABEL_corrected","Count"
"MKN9359","JG","15","Dipsastraea",6
"MKN9360","JG","15","Dipsastraea",5
"MKN9363","JG","15","Dipsastraea",1
"MKN9364","JG","15","Dipsastraea",2
"MKN9366","JG","15","Dipsastraea",1
"MKN9367","JG","15","Dipsastraea",3
"MKN9369","JG","15","Dipsastraea",1
"MKN9168","IUI_N","25","Dipsastraea",1
"MKN9169","IUI_N","25","Dipsastraea",1
"MKN9170","IUI_N","25","Dipsastraea",1
"MKN9171","IUI_N","25","Dipsastraea",2
"MKN9173","IUI_N","25","Dipsastraea",2
"MKN9005","IUI_S","25","Dipsastraea",1
"MKN9008","IUI_S","25","Dipsastraea",1
"MKN9014","IUI_S","25","Dipsastraea",1
"MKN9016","IUI_S","25","Dipsastraea",1
"MKN9023","IUI_S","25","Dipsastraea",1
"MKN9024","IUI_S","25","Dipsastraea",1
"MKN9027","IUI_S","25","Dipsastraea",1
"MKN9319","JG","25","Dipsastraea",1
"MKN9335","JG","25","Dipsastraea",1
"MKN9142","IUI_N","35","Dipsastraea",2
"MKN8968","IUI_S","35","Dipsastraea",1
"MKN8971","IUI_S","35","Dipsastraea",2
"MKN8972","IUI_S","35","Dipsastraea",2
"MKN8975","IUI_S","35","Dipsastraea",1
"MKN8976","IUI_S","35","Dipsastraea",1
"MKN8978","IUI_S","35","Dipsastraea",2
"MKN8986","IUI_S","35","Dipsastraea",2
"MKN8987","IUI_S","35","Dipsastraea",1
"MKN8988","IUI_S","35","Dipsastraea",1
"MKN8990","IUI_S","35","Dipsastraea",1
"MKN9002","IUI_S","35","Dipsastraea",2
"MKN9283","JG","35","Dipsastraea",2
"MKN9300","JG","35","Dipsastraea",3
"MKN9302","JG","35","Dipsastraea",1
"MKN9305","JG","35","Dipsastraea",1
"MKN9306","JG","35","Dipsastraea",1
"MKN9105","IUI_N","45","Dipsastraea",1
"MKN9108","IUI_N","45","Dipsastraea",1
"MKN9109","IUI_N","45","Dipsastraea",2
"MKN9110","IUI_N","45","Dipsastraea",1
"MKN9111","IUI_N","45","Dipsastraea",3
"MKN9114","IUI_N","45","Dipsastraea",1
"MKN9115","IUI_N","45","Dipsastraea",2
"MKN9116","IUI_N","45","Dipsastraea",1
"MKN9118","IUI_N","45","Dipsastraea",1
"MKN9119","IUI_N","45","Dipsastraea",2
"MKN9120","IUI_N","45","Dipsastraea",2
"MKN9121","IUI_N","45","Dipsastraea",1
"MKN9124","IUI_N","45","Dipsastraea",1
"MKN9125","IUI_N","45","Dipsastraea",2
"MKN9126","IUI_N","45","Dipsastraea",2
"MKN9127","IUI_N","45","Dipsastraea",1
"MKN9128","IUI_N","45","Dipsastraea",1
"MKN8931","IUI_S","45","Dipsastraea",2
"MKN8946","IUI_S","45","Dipsastraea",1
"MKN8949","IUI_S","45","Dipsastraea",1
"MKN8956","IUI_S","45","Dipsastraea",1
"MKN8957","IUI_S","45","Dipsastraea",2
"MKN8959","IUI_S","45","Dipsastraea",2
"MKN8964","IUI_S","45","Dipsastraea",1
"MKN9252","JG","45","Dipsastraea",1
"MKN9253","JG","45","Dipsastraea",2
"MKN9255","JG","45","Dipsastraea",2
"MKN9256","JG","45","Dipsastraea",1
"MKN9257","JG","45","Dipsastraea",2
"MKN9258","JG","45","Dipsastraea",2
"MKN9259","JG","45","Dipsastraea",3
"MKN9262","JG","45","Dipsastraea",3
"MKN9265","JG","45","Dipsastraea",1
"MKN9267","JG","45","Dipsastraea",2
"MKN9268","JG","45","Dipsastraea",1
"MKN9273","JG","45","Dipsastraea",1
"MKN9276","JG","45","Dipsastraea",2
"MKN9277","JG","45","Dipsastraea",2
"MKN9278","JG","45","Dipsastraea",2
"MKN9226","IUI_N","5","Echinophyllia",1
"MKN9239","IUI_N","5","Echinophyllia",1
"MKN9185","IUI_N","25","Echinophyllia",1
"MKN9007","IUI_S","25","Echinophyllia",1
"MKN9016","IUI_S","25","Echinophyllia",1
"MKN9029","IUI_S","25","Echinophyllia",1
"MKN9328","JG","25","Echinophyllia",1
"MKN9139","IUI_N","35","Echinophyllia",1
"MKN8996","IUI_S","35","Echinophyllia",1
"MKN9292","JG","35","Echinophyllia",2
"MKN9294","JG","35","Echinophyllia",1
"MKN9295","JG","35","Echinophyllia",1
"MKN9100","IUI_N","45","Echinophyllia",1
"MKN9101","IUI_N","45","Echinophyllia",1
"MKN9109","IUI_N","45","Echinophyllia",7
"MKN9111","IUI_N","45","Echinophyllia",10
"MKN9113","IUI_N","45","Echinophyllia",1
"MKN9118","IUI_N","45","Echinophyllia",3
"MKN9121","IUI_N","45","Echinophyllia",4
"MKN9123","IUI_N","45","Echinophyllia",7
"MKN9125","IUI_N","45","Echinophyllia",9
"MKN9126","IUI_N","45","Echinophyllia",2
"MKN9127","IUI_N","45","Echinophyllia",4
"MKN9129","IUI_N","45","Echinophyllia",1
"MKN9253","JG","45","Echinophyllia",1
"MKN9254","JG","45","Echinophyllia",1
"MKN9264","JG","45","Echinophyllia",1
"MKN9270","JG","45","Echinophyllia",1
"MKN9272","JG","45","Echinophyllia",1
"MKN9228","IUI_N","5","Echinopora",1
"MKN9230","IUI_N","5","Echinopora",2
"MKN9233","IUI_N","5","Echinopora",1
"MKN9234","IUI_N","5","Echinopora",1
"MKN9239","IUI_N","5","Echinopora",1
"MKN9250","IUI_N","5","Echinopora",1
"MKN9251","IUI_N","5","Echinopora",1
"MKN9079","IUI_S","5","Echinopora",3
"MKN9081","IUI_S","5","Echinopora",1
"MKN9086","IUI_S","5","Echinopora",3
"MKN9090","IUI_S","5","Echinopora",1
"MKN9372","JG","5","Echinopora",1
"MKN9373","JG","5","Echinopora",2
"MKN9374","JG","5","Echinopora",2
"MKN9375","JG","5","Echinopora",2
"MKN9376","JG","5","Echinopora",5
"MKN9377","JG","5","Echinopora",1
"MKN9379","JG","5","Echinopora",3
"MKN9380","JG","5","Echinopora",2
"MKN9382","JG","5","Echinopora",1
"MKN9383","JG","5","Echinopora",1
"MKN9384","JG","5","Echinopora",1
"MKN9385","JG","5","Echinopora",1
"MKN9389","JG","5","Echinopora",2
"MKN9390","JG","5","Echinopora",2
"MKN9391","JG","5","Echinopora",1
"MKN9393","JG","5","Echinopora",5
"MKN9394","JG","5","Echinopora",1
"MKN9395","JG","5","Echinopora",1
"MKN9396","JG","5","Echinopora",3
"MKN9400","JG","5","Echinopora",1
"MKN9191","IUI_N","15","Echinopora",1
"MKN9195","IUI_N","15","Echinopora",1
"MKN9197","IUI_N","15","Echinopora",1
"MKN9198","IUI_N","15","Echinopora",1
"MKN9201","IUI_N","15","Echinopora",1
"MKN9207","IUI_N","15","Echinopora",1
"MKN9208","IUI_N","15","Echinopora",3
"MKN9212","IUI_N","15","Echinopora",1
"MKN9217","IUI_N","15","Echinopora",1
"MKN9222","IUI_N","15","Echinopora",1
"MKN9342","JG","15","Echinopora",1
"MKN9344","JG","15","Echinopora",2
"MKN9346","JG","15","Echinopora",1
"MKN9347","JG","15","Echinopora",1
"MKN9351","JG","15","Echinopora",3
"MKN9353","JG","15","Echinopora",6
"MKN9354","JG","15","Echinopora",1
"MKN9358","JG","15","Echinopora",2
"MKN9360","JG","15","Echinopora",2
"MKN9361","JG","15","Echinopora",1
"MKN9365","JG","15","Echinopora",1
"MKN9366","JG","15","Echinopora",1
"MKN9367","JG","15","Echinopora",1
"MKN9368","JG","15","Echinopora",1
"MKN9159","IUI_N","25","Echinopora",1
"MKN9160","IUI_N","25","Echinopora",1
"MKN9161","IUI_N","25","Echinopora",1
"MKN9162","IUI_N","25","Echinopora",1
"MKN9164","IUI_N","25","Echinopora",3
"MKN9165","IUI_N","25","Echinopora",5
"MKN9166","IUI_N","25","Echinopora",5
"MKN9167","IUI_N","25","Echinopora",2
"MKN9169","IUI_N","25","Echinopora",2
"MKN9170","IUI_N","25","Echinopora",2
"MKN9171","IUI_N","25","Echinopora",1
"MKN9172","IUI_N","25","Echinopora",3
"MKN9173","IUI_N","25","Echinopora",2
"MKN9174","IUI_N","25","Echinopora",2
"MKN9175","IUI_N","25","Echinopora",5
"MKN9176","IUI_N","25","Echinopora",1
"MKN9177","IUI_N","25","Echinopora",1
"MKN9184","IUI_N","25","Echinopora",3
"MKN9185","IUI_N","25","Echinopora",7
"MKN9186","IUI_N","25","Echinopora",2
"MKN9187","IUI_N","25","Echinopora",11
"MKN9188","IUI_N","25","Echinopora",2
"MKN9189","IUI_N","25","Echinopora",3
"MKN9190","IUI_N","25","Echinopora",2
"MKN9013","IUI_S","25","Echinopora",1
"MKN9029","IUI_S","25","Echinopora",4
"MKN9315","JG","25","Echinopora",1
"MKN9318","JG","25","Echinopora",2
"MKN9320","JG","25","Echinopora",1
"MKN9321","JG","25","Echinopora",7
"MKN9322","JG","25","Echinopora",2
"MKN9323","JG","25","Echinopora",2
"MKN9325","JG","25","Echinopora",4
"MKN9326","JG","25","Echinopora",9
"MKN9327","JG","25","Echinopora",4
"MKN9329","JG","25","Echinopora",2
"MKN9330","JG","25","Echinopora",5
"MKN9332","JG","25","Echinopora",7
"MKN9333","JG","25","Echinopora",1
"MKN9334","JG","25","Echinopora",5
"MKN9335","JG","25","Echinopora",4
"MKN9336","JG","25","Echinopora",8
"MKN9337","JG","25","Echinopora",1
"MKN9338","JG","25","Echinopora",2
"MKN9339","JG","25","Echinopora",1
"MKN9132","IUI_N","35","Echinopora",4
"MKN9133","IUI_N","35","Echinopora",2
"MKN9134","IUI_N","35","Echinopora",3
"MKN9135","IUI_N","35","Echinopora",2
"MKN9136","IUI_N","35","Echinopora",3
"MKN9137","IUI_N","35","Echinopora",2
"MKN9138","IUI_N","35","Echinopora",4
"MKN9139","IUI_N","35","Echinopora",1
"MKN9140","IUI_N","35","Echinopora",1
"MKN9141","IUI_N","35","Echinopora",1
"MKN9143","IUI_N","35","Echinopora",3
"MKN9151","IUI_N","35","Echinopora",3
"MKN9152","IUI_N","35","Echinopora",9
"MKN9154","IUI_N","35","Echinopora",1
"MKN9155","IUI_N","35","Echinopora",5
"MKN9156","IUI_N","35","Echinopora",5
"MKN9157","IUI_N","35","Echinopora",4
"MKN8999","IUI_S","35","Echinopora",1
"MKN9000","IUI_S","35","Echinopora",2
"MKN9002","IUI_S","35","Echinopora",1
"MKN9282","JG","35","Echinopora",3
"MKN9287","JG","35","Echinopora",2
"MKN9290","JG","35","Echinopora",4
"MKN9291","JG","35","Echinopora",3
"MKN9292","JG","35","Echinopora",2
"MKN9293","JG","35","Echinopora",15
"MKN9294","JG","35","Echinopora",3
"MKN9295","JG","35","Echinopora",6
"MKN9296","JG","35","Echinopora",1
"MKN9299","JG","35","Echinopora",1
"MKN9302","JG","35","Echinopora",3
"MKN9303","JG","35","Echinopora",3
"MKN9304","JG","35","Echinopora",2
"MKN9305","JG","35","Echinopora",3
"MKN9306","JG","35","Echinopora",4
"MKN9307","JG","35","Echinopora",6
"MKN9308","JG","35","Echinopora",2
"MKN9309","JG","35","Echinopora",4
"MKN9311","JG","35","Echinopora",2
"MKN9100","IUI_N","45","Echinopora",2
"MKN9102","IUI_N","45","Echinopora",3
"MKN9112","IUI_N","45","Echinopora",1
"MKN9131","IUI_N","45","Echinopora",7
"MKN8946","IUI_S","45","Echinopora",1
"MKN8948","IUI_S","45","Echinopora",1
"MKN8950","IUI_S","45","Echinopora",1
"MKN8958","IUI_S","45","Echinopora",1
"MKN9257","JG","45","Echinopora",1
"MKN9265","JG","45","Echinopora",1
"MKN9232","IUI_N","5","Erythrastrea",1
"MKN9233","IUI_N","5","Erythrastrea",1
"MKN9093","IUI_S","5","Erythrastrea",1
"MKN9386","JG","5","Erythrastrea",1
"MKN9198","IUI_N","15","Erythrastrea",8
"MKN9220","IUI_N","15","Erythrastrea",1
"MKN9347","JG","15","Erythrastrea",1
"MKN9366","JG","15","Erythrastrea",1
"MKN9140","IUI_N","35","Erythrastrea",1
"MKN8986","IUI_S","35","Erythrastrea",2
"MKN9104","IUI_N","45","Euphyllia",1
"MKN9108","IUI_N","45","Euphyllia",2
"MKN9110","IUI_N","45","Euphyllia",1
"MKN9111","IUI_N","45","Euphyllia",4
"MKN9113","IUI_N","45","Euphyllia",2
"MKN9116","IUI_N","45","Euphyllia",2
"MKN9117","IUI_N","45","Euphyllia",2
"MKN9118","IUI_N","45","Euphyllia",1
"MKN9226","IUI_N","5","Favites",2
"MKN9229","IUI_N","5","Favites",1
"MKN9234","IUI_N","5","Favites",1
"MKN9235","IUI_N","5","Favites",1
"MKN9238","IUI_N","5","Favites",2
"MKN9240","IUI_N","5","Favites",1
"MKN9251","IUI_N","5","Favites",1
"MKN9068","IUI_S","5","Favites",1
"MKN9076","IUI_S","5","Favites",1
"MKN9077","IUI_S","5","Favites",1
"MKN9083","IUI_S","5","Favites",1
"MKN9085","IUI_S","5","Favites",1
"MKN9093","IUI_S","5","Favites",1
"MKN9376","JG","5","Favites",1
"MKN9204","IUI_N","15","Favites",1
"MKN9218","IUI_N","15","Favites",2
"MKN9221","IUI_N","15","Favites",1
"MKN9042","IUI_S","15","Favites",1
"MKN9044","IUI_S","15","Favites",1
"MKN9046","IUI_S","15","Favites",1
"MKN9052","IUI_S","15","Favites",1
"MKN9060","IUI_S","15","Favites",1
"MKN9342","JG","15","Favites",1
"MKN9344","JG","15","Favites",1
"MKN9352","JG","15","Favites",1
"MKN9355","JG","15","Favites",2
"MKN9358","JG","15","Favites",1
"MKN9363","JG","15","Favites",2
"MKN9368","JG","15","Favites",2
"MKN9162","IUI_N","25","Favites",1
"MKN9165","IUI_N","25","Favites",1
"MKN9169","IUI_N","25","Favites",1
"MKN9183","IUI_N","25","Favites",1
"MKN9190","IUI_N","25","Favites",1
"MKN9008","IUI_S","25","Favites",1
"MKN9014","IUI_S","25","Favites",1
"MKN9324","JG","25","Favites",1
"MKN9330","JG","25","Favites",1
"MKN9133","IUI_N","35","Favites",1
"MKN9152","IUI_N","35","Favites",2
"MKN8974","IUI_S","35","Favites",1
"MKN9000","IUI_S","35","Favites",1
"MKN9002","IUI_S","35","Favites",1
"MKN9286","JG","35","Favites",3
"MKN9287","JG","35","Favites",1
"MKN9288","JG","35","Favites",1
"MKN9289","JG","35","Favites",1
"MKN9292","JG","35","Favites",2
"MKN9296","JG","35","Favites",1
"MKN9310","JG","35","Favites",3
"MKN9311","JG","35","Favites",1
"MKN9099","IUI_N","45","Favites",4
"MKN9100","IUI_N","45","Favites",1
"MKN9102","IUI_N","45","Favites",1
"MKN9103","IUI_N","45","Favites",2
"MKN9104","IUI_N","45","Favites",1
"MKN9105","IUI_N","45","Favites",1
"MKN9108","IUI_N","45","Favites",9
"MKN9111","IUI_N","45","Favites",1
"MKN9114","IUI_N","45","Favites",1
"MKN9115","IUI_N","45","Favites",4
"MKN9116","IUI_N","45","Favites",1
"MKN9119","IUI_N","45","Favites",2
"MKN9120","IUI_N","45","Favites",5
"MKN9122","IUI_N","45","Favites",1
"MKN9123","IUI_N","45","Favites",1
"MKN9127","IUI_N","45","Favites",3
"MKN8944","IUI_S","45","Favites",2
"MKN8948","IUI_S","45","Favites",1
"MKN8949","IUI_S","45","Favites",1
"MKN8960","IUI_S","45","Favites",2
"MKN9255","JG","45","Favites",1
"MKN9257","JG","45","Favites",1
"MKN9260","JG","45","Favites",2
"MKN9261","JG","45","Favites",1
"MKN9262","JG","45","Favites",2
"MKN9263","JG","45","Favites",4
"MKN9264","JG","45","Favites",2
"MKN9265","JG","45","Favites",1
"MKN9268","JG","45","Favites",5
"MKN9272","JG","45","Favites",4
"MKN9273","JG","45","Favites",3
"MKN9275","JG","45","Favites",4
"MKN9277","JG","45","Favites",1
"MKN9247","IUI_N","5","Fungia",1
"MKN9085","IUI_S","5","Fungia",1
"MKN9094","IUI_S","5","Fungia",1
"MKN9380","JG","5","Fungia",1
"MKN9195","IUI_N","15","Fungia",1
"MKN9325","JG","25","Fungia",1
"MKN9138","IUI_N","35","Fungia",2
"MKN9139","IUI_N","35","Fungia",1
"MKN9158","IUI_N","35","Fungia",2
"MKN9390","JG","5","Galaxea",1
"MKN9196","IUI_N","15","Galaxea",1
"MKN9202","IUI_N","15","Galaxea",1
"MKN9035","IUI_S","15","Galaxea",1
"MKN9348","JG","15","Galaxea",2
"MKN9354","JG","15","Galaxea",1
"MKN9018","IUI_S","25","Galaxea",4
"MKN9141","IUI_N","35","Galaxea",1
"MKN9145","IUI_N","35","Galaxea",2
"MKN9289","JG","35","Galaxea",1
"MKN9127","IUI_N","45","Galaxea",2
"MKN8965","IUI_S","45","Galaxea",5
"MKN8966","IUI_S","45","Galaxea",2
"MKN9267","JG","45","Galaxea",1
"MKN9229","IUI_N","5","Goniastrea",1
"MKN9230","IUI_N","5","Goniastrea",3
"MKN9232","IUI_N","5","Goniastrea",1
"MKN9234","IUI_N","5","Goniastrea",5
"MKN9235","IUI_N","5","Goniastrea",1
"MKN9236","IUI_N","5","Goniastrea",2
"MKN9238","IUI_N","5","Goniastrea",1
"MKN9239","IUI_N","5","Goniastrea",5
"MKN9244","IUI_N","5","Goniastrea",2
"MKN9245","IUI_N","5","Goniastrea",4
"MKN9247","IUI_N","5","Goniastrea",2
"MKN9248","IUI_N","5","Goniastrea",1
"MKN9249","IUI_N","5","Goniastrea",4
"MKN9250","IUI_N","5","Goniastrea",1
"MKN9251","IUI_N","5","Goniastrea",1
"MKN9065","IUI_S","5","Goniastrea",2
"MKN9067","IUI_S","5","Goniastrea",1
"MKN9073","IUI_S","5","Goniastrea",2
"MKN9074","IUI_S","5","Goniastrea",1
"MKN9076","IUI_S","5","Goniastrea",4
"MKN9077","IUI_S","5","Goniastrea",4
"MKN9080","IUI_S","5","Goniastrea",2
"MKN9081","IUI_S","5","Goniastrea",1
"MKN9082","IUI_S","5","Goniastrea",1
"MKN9085","IUI_S","5","Goniastrea",1
"MKN9086","IUI_S","5","Goniastrea",2
"MKN9088","IUI_S","5","Goniastrea",1
"MKN9089","IUI_S","5","Goniastrea",1
"MKN9091","IUI_S","5","Goniastrea",1
"MKN9093","IUI_S","5","Goniastrea",3
"MKN9096","IUI_S","5","Goniastrea",1
"MKN9372","JG","5","Goniastrea",2
"MKN9373","JG","5","Goniastrea",1
"MKN9374","JG","5","Goniastrea",2
"MKN9375","JG","5","Goniastrea",3
"MKN9376","JG","5","Goniastrea",1
"MKN9377","JG","5","Goniastrea",3
"MKN9378","JG","5","Goniastrea",4
"MKN9379","JG","5","Goniastrea",5
"MKN9380","JG","5","Goniastrea",5
"MKN9381","JG","5","Goniastrea",5
"MKN9382","JG","5","Goniastrea",2
"MKN9383","JG","5","Goniastrea",1
"MKN9384","JG","5","Goniastrea",5
"MKN9385","JG","5","Goniastrea",1
"MKN9387","JG","5","Goniastrea",5
"MKN9388","JG","5","Goniastrea",2
"MKN9389","JG","5","Goniastrea",1
"MKN9390","JG","5","Goniastrea",2
"MKN9391","JG","5","Goniastrea",3
"MKN9392","JG","5","Goniastrea",8
"MKN9393","JG","5","Goniastrea",4
"MKN9394","JG","5","Goniastrea",9
"MKN9395","JG","5","Goniastrea",2
"MKN9397","JG","5","Goniastrea",2
"MKN9398","JG","5","Goniastrea",3
"MKN9399","JG","5","Goniastrea",1
"MKN9400","JG","5","Goniastrea",3
"MKN9401","JG","5","Goniastrea",2
"MKN9191","IUI_N","15","Goniastrea",1
"MKN9192","IUI_N","15","Goniastrea",2
"MKN9194","IUI_N","15","Goniastrea",1
"MKN9202","IUI_N","15","Goniastrea",1
"MKN9034","IUI_S","15","Goniastrea",3
"MKN9041","IUI_S","15","Goniastrea",1
"MKN9045","IUI_S","15","Goniastrea",1
"MKN9052","IUI_S","15","Goniastrea",1
"MKN9361","JG","15","Goniastrea",1
"MKN9362","JG","15","Goniastrea",2
"MKN9363","JG","15","Goniastrea",1
"MKN9367","JG","15","Goniastrea",1
"MKN9370","JG","15","Goniastrea",2
"MKN9371","JG","15","Goniastrea",2
"MKN9159","IUI_N","25","Goniastrea",1
"MKN9161","IUI_N","25","Goniastrea",1
"MKN9162","IUI_N","25","Goniastrea",2
"MKN9164","IUI_N","25","Goniastrea",1
"MKN9165","IUI_N","25","Goniastrea",1
"MKN9166","IUI_N","25","Goniastrea",2
"MKN9167","IUI_N","25","Goniastrea",1
"MKN9168","IUI_N","25","Goniastrea",2
"MKN9169","IUI_N","25","Goniastrea",1
"MKN9170","IUI_N","25","Goniastrea",5
"MKN9171","IUI_N","25","Goniastrea",2
"MKN9172","IUI_N","25","Goniastrea",2
"MKN9173","IUI_N","25","Goniastrea",5
"MKN9174","IUI_N","25","Goniastrea",1
"MKN9175","IUI_N","25","Goniastrea",1
"MKN9179","IUI_N","25","Goniastrea",1
"MKN9183","IUI_N","25","Goniastrea",2
"MKN9185","IUI_N","25","Goniastrea",2
"MKN9187","IUI_N","25","Goniastrea",4
"MKN9190","IUI_N","25","Goniastrea",1
"MKN9008","IUI_S","25","Goniastrea",4
"MKN9023","IUI_S","25","Goniastrea",2
"MKN9312","JG","25","Goniastrea",1
"MKN9314","JG","25","Goniastrea",1
"MKN9315","JG","25","Goniastrea",1
"MKN9317","JG","25","Goniastrea",2
"MKN9318","JG","25","Goniastrea",1
"MKN9319","JG","25","Goniastrea",1
"MKN9320","JG","25","Goniastrea",2
"MKN9321","JG","25","Goniastrea",4
"MKN9323","JG","25","Goniastrea",1
"MKN9324","JG","25","Goniastrea",1
"MKN9326","JG","25","Goniastrea",3
"MKN9327","JG","25","Goniastrea",2
"MKN9328","JG","25","Goniastrea",1
"MKN9329","JG","25","Goniastrea",2
"MKN9330","JG","25","Goniastrea",2
"MKN9331","JG","25","Goniastrea",3
"MKN9334","JG","25","Goniastrea",1
"MKN9336","JG","25","Goniastrea",3
"MKN9338","JG","25","Goniastrea",1
"MKN9341","JG","25","Goniastrea",1
"MKN9133","IUI_N","35","Goniastrea",3
"MKN9134","IUI_N","35","Goniastrea",10
