"PIC","SITE","DEPTH","LABEL_corrected","Count"
"MKN9135","IUI_N","35","Goniastrea",2
"MKN9137","IUI_N","35","Goniastrea",1
"MKN9138","IUI_N","35","Goniastrea",2
"MKN9139","IUI_N","35","Goniastrea",2
"MKN9141","IUI_N","35","Goniastrea",1
"MKN9142","IUI_N","35","Goniastrea",7
"MKN9143","IUI_N","35","Goniastrea",2
"MKN9144","IUI_N","35","Goniastrea",1
"MKN9145","IUI_N","35","Goniastrea",2
"MKN9146","IUI_N","35","Goniastrea",1
"MKN9147","IUI_N","35","Goniastrea",3
"MKN9152","IUI_N","35","Goniastrea",3
"MKN9154","IUI_N","35","Goniastrea",1
"MKN9155","IUI_N","35","Goniastrea",4
"MKN9156","IUI_N","35","Goniastrea",1
"MKN9157","IUI_N","35","Goniastrea",1
"MKN8974","IUI_S","35","Goniastrea",1
"MKN8993","IUI_S","35","Goniastrea",1
"MKN9002","IUI_S","35","Goniastrea",1
"MKN9285","JG","35","Goniastrea",5
"MKN9291","JG","35","Goniastrea",7
"MKN9292","JG","35","Goniastrea",7
"MKN9293","JG","35","Goniastrea",5
"MKN9296","JG","35","Goniastrea",4
"MKN9300","JG","35","Goniastrea",2
"MKN9301","JG","35","Goniastrea",5
"MKN9302","JG","35","Goniastrea",5
"MKN9303","JG","35","Goniastrea",2
"MKN9304","JG","35","Goniastrea",4
"MKN9305","JG","35","Goniastrea",6
"MKN9306","JG","35","Goniastrea",2
"MKN9307","JG","35","Goniastrea",3
"MKN9309","JG","35","Goniastrea",2
"MKN9127","IUI_N","45","Goniastrea",2
"MKN9131","IUI_N","45","Goniastrea",2
"MKN8965","IUI_S","45","Goniastrea",1
"MKN9373","JG","5","Goniopora",2
"MKN9221","IUI_N","15","Goniopora",1
"MKN9297","JG","35","Goniopora",1
"MKN9126","IUI_N","45","Goniopora",1
"MKN8940","IUI_S","45","Goniopora",1
"MKN9260","JG","45","Goniopora",1
"MKN9219","IUI_N","15","Gyrosmilia",1
"MKN9221","IUI_N","15","Gyrosmilia",1
"MKN9035","IUI_S","15","Gyrosmilia",1
"MKN9036","IUI_S","15","Gyrosmilia",1
"MKN9038","IUI_S","15","Gyrosmilia",1
"MKN9041","IUI_S","15","Gyrosmilia",1
"MKN9049","IUI_S","15","Gyrosmilia",1
"MKN9050","IUI_S","15","Gyrosmilia",1
"MKN9051","IUI_S","15","Gyrosmilia",1
"MKN9052","IUI_S","15","Gyrosmilia",2
"MKN9057","IUI_S","15","Gyrosmilia",1
"MKN9004","IUI_S","25","Gyrosmilia",2
"MKN9005","IUI_S","25","Gyrosmilia",2
"MKN9006","IUI_S","25","Gyrosmilia",5
"MKN9008","IUI_S","25","Gyrosmilia",4
"MKN9009","IUI_S","25","Gyrosmilia",3
"MKN9010","IUI_S","25","Gyrosmilia",1
"MKN9011","IUI_S","25","Gyrosmilia",2
"MKN9012","IUI_S","25","Gyrosmilia",1
"MKN9013","IUI_S","25","Gyrosmilia",1
"MKN9014","IUI_S","25","Gyrosmilia",5
"MKN9015","IUI_S","25","Gyrosmilia",7
"MKN9016","IUI_S","25","Gyrosmilia",5
"MKN9017","IUI_S","25","Gyrosmilia",1
"MKN9019","IUI_S","25","Gyrosmilia",3
"MKN9020","IUI_S","25","Gyrosmilia",4
"MKN9021","IUI_S","25","Gyrosmilia",2
"MKN9022","IUI_S","25","Gyrosmilia",8
"MKN9023","IUI_S","25","Gyrosmilia",7
"MKN9024","IUI_S","25","Gyrosmilia",3
"MKN9025","IUI_S","25","Gyrosmilia",6
"MKN9026","IUI_S","25","Gyrosmilia",5
"MKN9027","IUI_S","25","Gyrosmilia",14
"MKN9028","IUI_S","25","Gyrosmilia",3
"MKN9029","IUI_S","25","Gyrosmilia",8
"MKN8967","IUI_S","35","Gyrosmilia",2
"MKN8968","IUI_S","35","Gyrosmilia",6
"MKN8969","IUI_S","35","Gyrosmilia",3
"MKN8970","IUI_S","35","Gyrosmilia",9
"MKN8971","IUI_S","35","Gyrosmilia",15
"MKN8972","IUI_S","35","Gyrosmilia",1
"MKN8973","IUI_S","35","Gyrosmilia",7
"MKN8974","IUI_S","35","Gyrosmilia",3
"MKN8975","IUI_S","35","Gyrosmilia",4
"MKN8976","IUI_S","35","Gyrosmilia",3
"MKN8977","IUI_S","35","Gyrosmilia",3
"MKN8978","IUI_S","35","Gyrosmilia",4
"MKN8980","IUI_S","35","Gyrosmilia",5
"MKN8981","IUI_S","35","Gyrosmilia",5
"MKN8982","IUI_S","35","Gyrosmilia",4
"MKN8983","IUI_S","35","Gyrosmilia",6
"MKN8984","IUI_S","35","Gyrosmilia",4
"MKN8985","IUI_S","35","Gyrosmilia",1
"MKN8986","IUI_S","35","Gyrosmilia",4
"MKN8987","IUI_S","35","Gyrosmilia",2
"MKN8988","IUI_S","35","Gyrosmilia",3
"MKN8989","IUI_S","35","Gyrosmilia",5
"MKN8990","IUI_S","35","Gyrosmilia",2
"MKN8991","IUI_S","35","Gyrosmilia",2
"MKN8992","IUI_S","35","Gyrosmilia",1
"MKN8993","IUI_S","35","Gyrosmilia",7
"MKN8994","IUI_S","35","Gyrosmilia",3
"MKN8995","IUI_S","35","Gyrosmilia",3
"MKN8996","IUI_S","35","Gyrosmilia",9
"MKN8997","IUI_S","35","Gyrosmilia",8
"MKN8998","IUI_S","35","Gyrosmilia",5
"MKN9001","IUI_S","35","Gyrosmilia",2
"MKN9002","IUI_S","35","Gyrosmilia",3
"MKN9100","IUI_N","45","Gyrosmilia",1
"MKN9101","IUI_N","45","Gyrosmilia",1
"MKN9104","IUI_N","45","Gyrosmilia",1
"MKN9106","IUI_N","45","Gyrosmilia",2
"MKN9108","IUI_N","45","Gyrosmilia",1
"MKN9109","IUI_N","45","Gyrosmilia",1
"MKN9112","IUI_N","45","Gyrosmilia",1
"MKN9113","IUI_N","45","Gyrosmilia",1
"MKN9116","IUI_N","45","Gyrosmilia",1
"MKN9117","IUI_N","45","Gyrosmilia",2
"MKN9122","IUI_N","45","Gyrosmilia",2
"MKN9123","IUI_N","45","Gyrosmilia",2
"MKN9125","IUI_N","45","Gyrosmilia",1
"MKN9126","IUI_N","45","Gyrosmilia",2
"MKN9127","IUI_N","45","Gyrosmilia",1
"MKN9130","IUI_N","45","Gyrosmilia",1
"MKN8938","IUI_S","45","Gyrosmilia",1
"MKN9255","JG","45","Gyrosmilia",1
"MKN9256","JG","45","Gyrosmilia",1
"MKN9260","JG","45","Gyrosmilia",1
"MKN9261","JG","45","Gyrosmilia",1
"MKN9269","JG","45","Gyrosmilia",1
"MKN9272","JG","45","Gyrosmilia",1
"MKN9273","JG","45","Gyrosmilia",2
"MKN9274","JG","45","Gyrosmilia",1
"MKN9278","JG","45","Gyrosmilia",4
"MKN9281","JG","45","Gyrosmilia",1
"MKN9226","IUI_N","5","HC",2
"MKN9230","IUI_N","5","HC",1
"MKN9231","IUI_N","5","HC",1
"MKN9232","IUI_N","5","HC",1
"MKN9233","IUI_N","5","HC",1
"MKN9234","IUI_N","5","HC",1
"MKN9235","IUI_N","5","HC",1
"MKN9236","IUI_N","5","HC",4
"MKN9237","IUI_N","5","HC",1
"MKN9240","IUI_N","5","HC",1
"MKN9242","IUI_N","5","HC",3
"MKN9243","IUI_N","5","HC",2
"MKN9245","IUI_N","5","HC",1
"MKN9246","IUI_N","5","HC",2
"MKN9247","IUI_N","5","HC",1
"MKN9251","IUI_N","5","HC",1
"MKN9066","IUI_S","5","HC",1
"MKN9067","IUI_S","5","HC",2
"MKN9068","IUI_S","5","HC",4
"MKN9069","IUI_S","5","HC",1
"MKN9071","IUI_S","5","HC",3
"MKN9072","IUI_S","5","HC",1
"MKN9077","IUI_S","5","HC",6
"MKN9078","IUI_S","5","HC",1
"MKN9079","IUI_S","5","HC",2
"MKN9080","IUI_S","5","HC",1
"MKN9085","IUI_S","5","HC",1
"MKN9087","IUI_S","5","HC",1
"MKN9088","IUI_S","5","HC",1
"MKN9089","IUI_S","5","HC",2
"MKN9090","IUI_S","5","HC",1
"MKN9091","IUI_S","5","HC",1
"MKN9096","IUI_S","5","HC",1
"MKN9374","JG","5","HC",3
"MKN9376","JG","5","HC",1
"MKN9377","JG","5","HC",1
"MKN9378","JG","5","HC",2
"MKN9379","JG","5","HC",2
"MKN9380","JG","5","HC",1
"MKN9381","JG","5","HC",1
"MKN9382","JG","5","HC",1
"MKN9384","JG","5","HC",1
"MKN9386","JG","5","HC",5
"MKN9387","JG","5","HC",1
"MKN9389","JG","5","HC",1
"MKN9391","JG","5","HC",2
"MKN9394","JG","5","HC",1
"MKN9397","JG","5","HC",1
"MKN9399","JG","5","HC",2
"MKN9400","JG","5","HC",1
"MKN9401","JG","5","HC",1
"MKN9193","IUI_N","15","HC",1
"MKN9194","IUI_N","15","HC",1
"MKN9198","IUI_N","15","HC",2
"MKN9199","IUI_N","15","HC",2
"MKN9201","IUI_N","15","HC",1
"MKN9203","IUI_N","15","HC",1
"MKN9204","IUI_N","15","HC",1
"MKN9207","IUI_N","15","HC",2
"MKN9210","IUI_N","15","HC",1
"MKN9213","IUI_N","15","HC",2
"MKN9215","IUI_N","15","HC",1
"MKN9218","IUI_N","15","HC",1
"MKN9221","IUI_N","15","HC",1
"MKN9224","IUI_N","15","HC",1
"MKN9033","IUI_S","15","HC",2
"MKN9034","IUI_S","15","HC",1
"MKN9046","IUI_S","15","HC",1
"MKN9049","IUI_S","15","HC",1
"MKN9052","IUI_S","15","HC",1
"MKN9054","IUI_S","15","HC",2
"MKN9058","IUI_S","15","HC",1
"MKN9059","IUI_S","15","HC",1
"MKN9060","IUI_S","15","HC",1
"MKN9061","IUI_S","15","HC",2
"MKN9064","IUI_S","15","HC",1
"MKN9343","JG","15","HC",2
"MKN9346","JG","15","HC",1
"MKN9347","JG","15","HC",1
"MKN9348","JG","15","HC",4
"MKN9349","JG","15","HC",1
"MKN9351","JG","15","HC",1
"MKN9352","JG","15","HC",1
"MKN9357","JG","15","HC",1
"MKN9358","JG","15","HC",1
"MKN9359","JG","15","HC",1
"MKN9360","JG","15","HC",1
"MKN9362","JG","15","HC",1
"MKN9368","JG","15","HC",1
"MKN9370","JG","15","HC",1
"MKN9371","JG","15","HC",3
"MKN9159","IUI_N","25","HC",3
"MKN9160","IUI_N","25","HC",5
"MKN9161","IUI_N","25","HC",5
"MKN9162","IUI_N","25","HC",5
"MKN9164","IUI_N","25","HC",2
"MKN9165","IUI_N","25","HC",6
"MKN9166","IUI_N","25","HC",1
"MKN9167","IUI_N","25","HC",4
"MKN9168","IUI_N","25","HC",3
"MKN9169","IUI_N","25","HC",3
"MKN9170","IUI_N","25","HC",6
"MKN9171","IUI_N","25","HC",13
"MKN9172","IUI_N","25","HC",2
"MKN9173","IUI_N","25","HC",6
"MKN9174","IUI_N","25","HC",2
"MKN9175","IUI_N","25","HC",8
"MKN9176","IUI_N","25","HC",4
"MKN9177","IUI_N","25","HC",2
"MKN9179","IUI_N","25","HC",8
"MKN9180","IUI_N","25","HC",5
"MKN9182","IUI_N","25","HC",4
"MKN9184","IUI_N","25","HC",3
"MKN9186","IUI_N","25","HC",2
"MKN9187","IUI_N","25","HC",2
"MKN9188","IUI_N","25","HC",3
"MKN9189","IUI_N","25","HC",3
"MKN9190","IUI_N","25","HC",1
"MKN9004","IUI_S","25","HC",1
"MKN9006","IUI_S","25","HC",1
"MKN9007","IUI_S","25","HC",1
"MKN9015","IUI_S","25","HC",1
"MKN9017","IUI_S","25","HC",1
"MKN9018","IUI_S","25","HC",1
"MKN9020","IUI_S","25","HC",2
"MKN9024","IUI_S","25","HC",1
"MKN9025","IUI_S","25","HC",1
"MKN9027","IUI_S","25","HC",1
"MKN9312","JG","25","HC",2
"MKN9314","JG","25","HC",2
"MKN9315","JG","25","HC",5
"MKN9316","JG","25","HC",3
"MKN9317","JG","25","HC",7
"MKN9318","JG","25","HC",3
"MKN9319","JG","25","HC",2
"MKN9320","JG","25","HC",2
"MKN9321","JG","25","HC",5
"MKN9322","JG","25","HC",2
"MKN9324","JG","25","HC",4
"MKN9325","JG","25","HC",1
"MKN9326","JG","25","HC",4
"MKN9327","JG","25","HC",3
"MKN9328","JG","25","HC",4
"MKN9329","JG","25","HC",3
"MKN9330","JG","25","HC",3
"MKN9331","JG","25","HC",3
"MKN9332","JG","25","HC",3
"MKN9333","JG","25","HC",4
"MKN9334","JG","25","HC",2
"MKN9335","JG","25","HC",2
"MKN9336","JG","25","HC",2
"MKN9337","JG","25","HC",2
"MKN9338","JG","25","HC",1
"MKN9339","JG","25","HC",3
"MKN9340","JG","25","HC",4
"MKN9132","IUI_N","35","HC",9
"MKN9133","IUI_N","35","HC",5
"MKN9134","IUI_N","35","HC",11
"MKN9135","IUI_N","35","HC",3
"MKN9136","IUI_N","35","HC",6
"MKN9137","IUI_N","35","HC",11
"MKN9138","IUI_N","35","HC",5
"MKN9139","IUI_N","35","HC",5
"MKN9140","IUI_N","35","HC",3
"MKN9141","IUI_N","35","HC",16
"MKN9142","IUI_N","35","HC",2
"MKN9143","IUI_N","35","HC",12
"MKN9144","IUI_N","35","HC",6
"MKN9145","IUI_N","35","HC",5
"MKN9146","IUI_N","35","HC",7
"MKN9147","IUI_N","35","HC",3
"MKN9148","IUI_N","35","HC",5
"MKN9149","IUI_N","35","HC",3
"MKN9150","IUI_N","35","HC",2
"MKN9151","IUI_N","35","HC",4
"MKN9152","IUI_N","35","HC",9
"MKN9153","IUI_N","35","HC",2
"MKN9154","IUI_N","35","HC",8
"MKN9155","IUI_N","35","HC",7
"MKN9156","IUI_N","35","HC",1
"MKN9157","IUI_N","35","HC",2
"MKN9158","IUI_N","35","HC",2
"MKN8969","IUI_S","35","HC",1
"MKN8970","IUI_S","35","HC",1
"MKN8971","IUI_S","35","HC",1
"MKN8972","IUI_S","35","HC",1
"MKN8973","IUI_S","35","HC",2
"MKN8974","IUI_S","35","HC",3
"MKN8975","IUI_S","35","HC",1
"MKN8976","IUI_S","35","HC",1
"MKN8977","IUI_S","35","HC",1
"MKN8979","IUI_S","35","HC",3
"MKN8982","IUI_S","35","HC",1
"MKN8986","IUI_S","35","HC",1
"MKN8988","IUI_S","35","HC",1
"MKN8989","IUI_S","35","HC",1
"MKN8991","IUI_S","35","HC",1
"MKN8993","IUI_S","35","HC",1
"MKN8994","IUI_S","35","HC",1
"MKN8996","IUI_S","35","HC",1
"MKN8997","IUI_S","35","HC",1
"MKN8998","IUI_S","35","HC",2
"MKN9002","IUI_S","35","HC",1
"MKN9282","JG","35","HC",3
"MKN9283","JG","35","HC",7
"MKN9284","JG","35","HC",12
"MKN9285","JG","35","HC",2
"MKN9286","JG","35","HC",8
"MKN9287","JG","35","HC",12
"MKN9288","JG","35","HC",3
"MKN9289","JG","35","HC",4
"MKN9290","JG","35","HC",3
"MKN9291","JG","35","HC",7
"MKN9292","JG","35","HC",8
"MKN9293","JG","35","HC",3
"MKN9294","JG","35","HC",12
"MKN9295","JG","35","HC",3
"MKN9296","JG","35","HC",7
"MKN9297","JG","35","HC",12
"MKN9298","JG","35","HC",5
"MKN9299","JG","35","HC",4
"MKN9300","JG","35","HC",2
"MKN9301","JG","35","HC",5
"MKN9302","JG","35","HC",2
"MKN9303","JG","35","HC",7
"MKN9304","JG","35","HC",4
"MKN9305","JG","35","HC",4
"MKN9306","JG","35","HC",3
"MKN9307","JG","35","HC",1
"MKN9308","JG","35","HC",2
"MKN9309","JG","35","HC",2
"MKN9310","JG","35","HC",6
"MKN9311","JG","35","HC",1
"MKN9099","IUI_N","45","HC",3
"MKN9100","IUI_N","45","HC",1
"MKN9101","IUI_N","45","HC",1
"MKN9102","IUI_N","45","HC",5
"MKN9103","IUI_N","45","HC",2
"MKN9104","IUI_N","45","HC",5
"MKN9105","IUI_N","45","HC",4
"MKN9106","IUI_N","45","HC",1
"MKN9107","IUI_N","45","HC",1
"MKN9109","IUI_N","45","HC",2
"MKN9111","IUI_N","45","HC",2
"MKN9115","IUI_N","45","HC",3
"MKN9117","IUI_N","45","HC",3
"MKN9118","IUI_N","45","HC",1
"MKN9119","IUI_N","45","HC",2
"MKN9120","IUI_N","45","HC",2
"MKN9121","IUI_N","45","HC",1
"MKN9123","IUI_N","45","HC",3
"MKN9124","IUI_N","45","HC",2
"MKN9127","IUI_N","45","HC",4
"MKN9128","IUI_N","45","HC",1
"MKN9129","IUI_N","45","HC",4
"MKN9130","IUI_N","45","HC",3
"MKN9131","IUI_N","45","HC",7
"MKN8931","IUI_S","45","HC",1
"MKN8937","IUI_S","45","HC",2
"MKN8939","IUI_S","45","HC",6
"MKN8940","IUI_S","45","HC",1
"MKN8941","IUI_S","45","HC",2
"MKN8942","IUI_S","45","HC",3
"MKN8944","IUI_S","45","HC",1
"MKN8945","IUI_S","45","HC",6
"MKN8946","IUI_S","45","HC",2
"MKN8947","IUI_S","45","HC",1
"MKN8949","IUI_S","45","HC",2
"MKN8950","IUI_S","45","HC",2
"MKN8955","IUI_S","45","HC",1
"MKN8956","IUI_S","45","HC",1
"MKN8960","IUI_S","45","HC",1
"MKN8962","IUI_S","45","HC",2
"MKN8964","IUI_S","45","HC",1
"MKN8965","IUI_S","45","HC",1
"MKN9252","JG","45","HC",2
"MKN9253","JG","45","HC",3
"MKN9254","JG","45","HC",3
"MKN9256","JG","45","HC",2
"MKN9257","JG","45","HC",2
"MKN9258","JG","45","HC",1
"MKN9261","JG","45","HC",5
"MKN9262","JG","45","HC",4
"MKN9263","JG","45","HC",3
"MKN9265","JG","45","HC",2
"MKN9266","JG","45","HC",4
"MKN9268","JG","45","HC",2
"MKN9269","JG","45","HC",3
"MKN9270","JG","45","HC",1
"MKN9271","JG","45","HC",1
"MKN9272","JG","45","HC",2
"MKN9273","JG","45","HC",1
"MKN9274","JG","45","HC",1
"MKN9275","JG","45","HC",5
"MKN9277","JG","45","HC",4
"MKN9278","JG","45","HC",3
"MKN9279","JG","45","HC",1
"MKN9280","JG","45","HC",2
"MKN9242","IUI_N","5","Hydnophora",1
"MKN9038","IUI_S","15","Hydnophora",2
"MKN9046","IUI_S","15","Hydnophora",1
"MKN9137","IUI_N","35","Hydnophora",1
"MKN8965","IUI_S","45","Hydnophora",2
"MKN9281","JG","45","Hydnophora",7
"MKN9382","JG","5","Leptastrea",1
"MKN9393","JG","5","Leptastrea",1
"MKN9191","IUI_N","15","Leptastrea",1
"MKN9219","IUI_N","15","Leptastrea",1
"MKN9045","IUI_S","15","Leptastrea",1
"MKN9060","IUI_S","15","Leptastrea",2
"MKN9334","JG","25","Leptastrea",1
"MKN9335","JG","25","Leptastrea",1
"MKN9146","IUI_N","35","Leptastrea",1
"MKN9153","IUI_N","35","Leptastrea",1
"MKN9156","IUI_N","35","Leptastrea",1
"MKN9282","JG","35","Leptastrea",1
"MKN9283","JG","35","Leptastrea",4
"MKN9286","JG","35","Leptastrea",1
"MKN9301","JG","35","Leptastrea",1
"MKN9273","JG","45","Leptastrea",1
"MKN9193","IUI_N","15","Leptoseris",3
"MKN9163","IUI_N","25","Leptoseris",1
"MKN9164","IUI_N","25","Leptoseris",2
"MKN9171","IUI_N","25","Leptoseris",4
"MKN9172","IUI_N","25","Leptoseris",1
"MKN9176","IUI_N","25","Leptoseris",2
"MKN9184","IUI_N","25","Leptoseris",2
"MKN9016","IUI_S","25","Leptoseris",2
"MKN9316","JG","25","Leptoseris",1
"MKN9327","JG","25","Leptoseris",1
"MKN9329","JG","25","Leptoseris",1
"MKN9335","JG","25","Leptoseris",3
"MKN9336","JG","25","Leptoseris",2
"MKN9133","IUI_N","35","Leptoseris",3
"MKN9135","IUI_N","35","Leptoseris",6
"MKN9136","IUI_N","35","Leptoseris",2
"MKN9138","IUI_N","35","Leptoseris",5
"MKN9140","IUI_N","35","Leptoseris",2
"MKN9142","IUI_N","35","Leptoseris",10
"MKN9146","IUI_N","35","Leptoseris",3
"MKN9147","IUI_N","35","Leptoseris",4
"MKN9149","IUI_N","35","Leptoseris",4
"MKN9151","IUI_N","35","Leptoseris",1
"MKN9155","IUI_N","35","Leptoseris",3
"MKN8983","IUI_S","35","Leptoseris",3
"MKN9284","JG","35","Leptoseris",4
"MKN9285","JG","35","Leptoseris",3
"MKN9286","JG","35","Leptoseris",1
"MKN9287","JG","35","Leptoseris",2
"MKN9292","JG","35","Leptoseris",2
"MKN9299","JG","35","Leptoseris",1
"MKN9304","JG","35","Leptoseris",1
"MKN9309","JG","35","Leptoseris",1
"MKN9311","JG","35","Leptoseris",1
"MKN9101","IUI_N","45","Leptoseris",2
"MKN9103","IUI_N","45","Leptoseris",3
"MKN9104","IUI_N","45","Leptoseris",1
"MKN9105","IUI_N","45","Leptoseris",2
"MKN9106","IUI_N","45","Leptoseris",2
"MKN9107","IUI_N","45","Leptoseris",1
"MKN9108","IUI_N","45","Leptoseris",1
"MKN9109","IUI_N","45","Leptoseris",3
"MKN9111","IUI_N","45","Leptoseris",2
"MKN9112","IUI_N","45","Leptoseris",1
"MKN9114","IUI_N","45","Leptoseris",1
"MKN9119","IUI_N","45","Leptoseris",1
"MKN9120","IUI_N","45","Leptoseris",1
"MKN9122","IUI_N","45","Leptoseris",1
"MKN9128","IUI_N","45","Leptoseris",1
"MKN9129","IUI_N","45","Leptoseris",1
"MKN9130","IUI_N","45","Leptoseris",6
"MKN8941","IUI_S","45","Leptoseris",1
"MKN8944","IUI_S","45","Leptoseris",1
"MKN8946","IUI_S","45","Leptoseris",1
"MKN8950","IUI_S","45","Leptoseris",1
"MKN8951","IUI_S","45","Leptoseris",1
"MKN8957","IUI_S","45","Leptoseris",2
"MKN8966","IUI_S","45","Leptoseris",1
"MKN9253","JG","45","Leptoseris",1
"MKN9255","JG","45","Leptoseris",3
"MKN9257","JG","45","Leptoseris",2
"MKN9258","JG","45","Leptoseris",2
"MKN9260","JG","45","Leptoseris",4
"MKN9262","JG","45","Leptoseris",1
"MKN9264","JG","45","Leptoseris",1
"MKN9265","JG","45","Leptoseris",3
"MKN9269","JG","45","Leptoseris",5
"MKN9272","JG","45","Leptoseris",2
"MKN9273","JG","45","Leptoseris",1
"MKN9274","JG","45","Leptoseris",1
"MKN9275","JG","45","Leptoseris",1
"MKN9279","JG","45","Leptoseris",4
"MKN9230","IUI_N","5","Lobophyllia",3
"MKN9231","IUI_N","5","Lobophyllia",1
"MKN9235","IUI_N","5","Lobophyllia",3
"MKN9241","IUI_N","5","Lobophyllia",2
"MKN9244","IUI_N","5","Lobophyllia",1
"MKN9250","IUI_N","5","Lobophyllia",2
"MKN9375","JG","5","Lobophyllia",11
"MKN9376","JG","5","Lobophyllia",4
"MKN9387","JG","5","Lobophyllia",1
"MKN9388","JG","5","Lobophyllia",7
"MKN9193","IUI_N","15","Lobophyllia",1
"MKN9034","IUI_S","15","Lobophyllia",1
"MKN9046","IUI_S","15","Lobophyllia",1
"MKN9048","IUI_S","15","Lobophyllia",1
"MKN9057","IUI_S","15","Lobophyllia",1
"MKN9355","JG","15","Lobophyllia",1
"MKN9360","JG","15","Lobophyllia",1
"MKN9369","JG","15","Lobophyllia",2
"MKN9159","IUI_N","25","Lobophyllia",1
"MKN9163","IUI_N","25","Lobophyllia",1
"MKN9173","IUI_N","25","Lobophyllia",1
"MKN9174","IUI_N","25","Lobophyllia",4
"MKN9175","IUI_N","25","Lobophyllia",2
