"PIC","SITE","DEPTH","LABEL_corrected","Count"
"MKN9178","IUI_N","25","Lobophyllia",4
"MKN9188","IUI_N","25","Lobophyllia",3
"MKN9190","IUI_N","25","Lobophyllia",1
"MKN9315","JG","25","Lobophyllia",1
"MKN9317","JG","25","Lobophyllia",2
"MKN9322","JG","25","Lobophyllia",3
"MKN9328","JG","25","Lobophyllia",1
"MKN9329","JG","25","Lobophyllia",1
"MKN9330","JG","25","Lobophyllia",1
"MKN9335","JG","25","Lobophyllia",1
"MKN9132","IUI_N","35","Lobophyllia",1
"MKN9136","IUI_N","35","Lobophyllia",1
"MKN9138","IUI_N","35","Lobophyllia",2
"MKN9146","IUI_N","35","Lobophyllia",1
"MKN9156","IUI_N","35","Lobophyllia",1
"MKN9291","JG","35","Lobophyllia",6
"MKN9302","JG","35","Lobophyllia",1
"MKN9310","JG","35","Lobophyllia",1
"MKN9107","IUI_N","45","Lobophyllia",4
"MKN9114","IUI_N","45","Lobophyllia",1
"MKN9117","IUI_N","45","Lobophyllia",1
"MKN9128","IUI_N","45","Lobophyllia",1
"MKN9130","IUI_N","45","Lobophyllia",1
"MKN9257","JG","45","Lobophyllia",1
"MKN9258","JG","45","Lobophyllia",1
"MKN9260","JG","45","Lobophyllia",1
"MKN9278","JG","45","Lobophyllia",3
"MKN9252","JG","45","Madracis",1
"MKN9253","JG","45","Merulina",1
"MKN9228","IUI_N","5","Montipora",2
"MKN9229","IUI_N","5","Montipora",1
"MKN9230","IUI_N","5","Montipora",2
"MKN9233","IUI_N","5","Montipora",2
"MKN9236","IUI_N","5","Montipora",4
"MKN9239","IUI_N","5","Montipora",2
"MKN9240","IUI_N","5","Montipora",1
"MKN9241","IUI_N","5","Montipora",1
"MKN9242","IUI_N","5","Montipora",8
"MKN9243","IUI_N","5","Montipora",7
"MKN9244","IUI_N","5","Montipora",1
"MKN9245","IUI_N","5","Montipora",1
"MKN9247","IUI_N","5","Montipora",2
"MKN9250","IUI_N","5","Montipora",1
"MKN9251","IUI_N","5","Montipora",3
"MKN9069","IUI_S","5","Montipora",1
"MKN9082","IUI_S","5","Montipora",1
"MKN9374","JG","5","Montipora",2
"MKN9375","JG","5","Montipora",2
"MKN9376","JG","5","Montipora",1
"MKN9380","JG","5","Montipora",1
"MKN9381","JG","5","Montipora",1
"MKN9383","JG","5","Montipora",2
"MKN9384","JG","5","Montipora",2
"MKN9385","JG","5","Montipora",1
"MKN9389","JG","5","Montipora",1
"MKN9393","JG","5","Montipora",1
"MKN9191","IUI_N","15","Montipora",1
"MKN9192","IUI_N","15","Montipora",1
"MKN9193","IUI_N","15","Montipora",1
"MKN9194","IUI_N","15","Montipora",1
"MKN9197","IUI_N","15","Montipora",1
"MKN9199","IUI_N","15","Montipora",2
"MKN9207","IUI_N","15","Montipora",2
"MKN9210","IUI_N","15","Montipora",1
"MKN9214","IUI_N","15","Montipora",1
"MKN9215","IUI_N","15","Montipora",1
"MKN9217","IUI_N","15","Montipora",1
"MKN9031","IUI_S","15","Montipora",1
"MKN9034","IUI_S","15","Montipora",1
"MKN9036","IUI_S","15","Montipora",2
"MKN9037","IUI_S","15","Montipora",1
"MKN9046","IUI_S","15","Montipora",1
"MKN9063","IUI_S","15","Montipora",2
"MKN9343","JG","15","Montipora",1
"MKN9345","JG","15","Montipora",1
"MKN9346","JG","15","Montipora",2
"MKN9347","JG","15","Montipora",2
"MKN9351","JG","15","Montipora",1
"MKN9352","JG","15","Montipora",1
"MKN9353","JG","15","Montipora",2
"MKN9354","JG","15","Montipora",1
"MKN9356","JG","15","Montipora",1
"MKN9359","JG","15","Montipora",2
"MKN9360","JG","15","Montipora",1
"MKN9362","JG","15","Montipora",4
"MKN9363","JG","15","Montipora",2
"MKN9364","JG","15","Montipora",2
"MKN9365","JG","15","Montipora",1
"MKN9368","JG","15","Montipora",1
"MKN9370","JG","15","Montipora",1
"MKN9371","JG","15","Montipora",4
"MKN9159","IUI_N","25","Montipora",15
"MKN9160","IUI_N","25","Montipora",7
"MKN9161","IUI_N","25","Montipora",9
"MKN9162","IUI_N","25","Montipora",9
"MKN9163","IUI_N","25","Montipora",6
"MKN9164","IUI_N","25","Montipora",7
"MKN9165","IUI_N","25","Montipora",9
"MKN9166","IUI_N","25","Montipora",9
"MKN9167","IUI_N","25","Montipora",11
"MKN9168","IUI_N","25","Montipora",8
"MKN9170","IUI_N","25","Montipora",4
"MKN9171","IUI_N","25","Montipora",15
"MKN9172","IUI_N","25","Montipora",5
"MKN9173","IUI_N","25","Montipora",8
"MKN9174","IUI_N","25","Montipora",8
"MKN9175","IUI_N","25","Montipora",6
"MKN9176","IUI_N","25","Montipora",5
"MKN9177","IUI_N","25","Montipora",1
"MKN9178","IUI_N","25","Montipora",11
"MKN9179","IUI_N","25","Montipora",13
"MKN9180","IUI_N","25","Montipora",12
"MKN9181","IUI_N","25","Montipora",13
"MKN9182","IUI_N","25","Montipora",11
"MKN9183","IUI_N","25","Montipora",14
"MKN9184","IUI_N","25","Montipora",10
"MKN9185","IUI_N","25","Montipora",7
"MKN9186","IUI_N","25","Montipora",12
"MKN9187","IUI_N","25","Montipora",5
"MKN9188","IUI_N","25","Montipora",2
"MKN9189","IUI_N","25","Montipora",9
"MKN9190","IUI_N","25","Montipora",6
"MKN9005","IUI_S","25","Montipora",2
"MKN9008","IUI_S","25","Montipora",2
"MKN9013","IUI_S","25","Montipora",1
"MKN9024","IUI_S","25","Montipora",1
"MKN9029","IUI_S","25","Montipora",1
"MKN9312","JG","25","Montipora",6
"MKN9313","JG","25","Montipora",10
"MKN9314","JG","25","Montipora",5
"MKN9315","JG","25","Montipora",7
"MKN9316","JG","25","Montipora",8
"MKN9317","JG","25","Montipora",11
"MKN9318","JG","25","Montipora",7
"MKN9319","JG","25","Montipora",6
"MKN9320","JG","25","Montipora",15
"MKN9321","JG","25","Montipora",8
"MKN9322","JG","25","Montipora",1
"MKN9323","JG","25","Montipora",10
"MKN9324","JG","25","Montipora",4
"MKN9325","JG","25","Montipora",18
"MKN9326","JG","25","Montipora",11
"MKN9327","JG","25","Montipora",7
"MKN9328","JG","25","Montipora",8
"MKN9329","JG","25","Montipora",5
"MKN9330","JG","25","Montipora",15
"MKN9331","JG","25","Montipora",6
"MKN9332","JG","25","Montipora",1
"MKN9333","JG","25","Montipora",2
"MKN9334","JG","25","Montipora",7
"MKN9335","JG","25","Montipora",9
"MKN9336","JG","25","Montipora",8
"MKN9337","JG","25","Montipora",5
"MKN9338","JG","25","Montipora",13
"MKN9339","JG","25","Montipora",8
"MKN9340","JG","25","Montipora",7
"MKN9341","JG","25","Montipora",9
"MKN9132","IUI_N","35","Montipora",5
"MKN9133","IUI_N","35","Montipora",6
"MKN9134","IUI_N","35","Montipora",6
"MKN9135","IUI_N","35","Montipora",6
"MKN9136","IUI_N","35","Montipora",10
"MKN9137","IUI_N","35","Montipora",1
"MKN9138","IUI_N","35","Montipora",9
"MKN9139","IUI_N","35","Montipora",6
"MKN9140","IUI_N","35","Montipora",10
"MKN9141","IUI_N","35","Montipora",10
"MKN9142","IUI_N","35","Montipora",6
"MKN9143","IUI_N","35","Montipora",7
"MKN9144","IUI_N","35","Montipora",8
"MKN9145","IUI_N","35","Montipora",8
"MKN9146","IUI_N","35","Montipora",9
"MKN9147","IUI_N","35","Montipora",11
"MKN9148","IUI_N","35","Montipora",6
"MKN9149","IUI_N","35","Montipora",15
"MKN9151","IUI_N","35","Montipora",5
"MKN9152","IUI_N","35","Montipora",6
"MKN9153","IUI_N","35","Montipora",10
"MKN9154","IUI_N","35","Montipora",3
"MKN9155","IUI_N","35","Montipora",8
"MKN9157","IUI_N","35","Montipora",15
"MKN9158","IUI_N","35","Montipora",12
"MKN8968","IUI_S","35","Montipora",1
"MKN8972","IUI_S","35","Montipora",2
"MKN8975","IUI_S","35","Montipora",1
"MKN8976","IUI_S","35","Montipora",2
"MKN8978","IUI_S","35","Montipora",1
"MKN8982","IUI_S","35","Montipora",1
"MKN8983","IUI_S","35","Montipora",1
"MKN8985","IUI_S","35","Montipora",2
"MKN8988","IUI_S","35","Montipora",3
"MKN8992","IUI_S","35","Montipora",2
"MKN9282","JG","35","Montipora",9
"MKN9283","JG","35","Montipora",6
"MKN9284","JG","35","Montipora",7
"MKN9285","JG","35","Montipora",18
"MKN9286","JG","35","Montipora",10
"MKN9287","JG","35","Montipora",20
"MKN9288","JG","35","Montipora",7
"MKN9289","JG","35","Montipora",5
"MKN9290","JG","35","Montipora",19
"MKN9292","JG","35","Montipora",4
"MKN9293","JG","35","Montipora",5
"MKN9294","JG","35","Montipora",6
"MKN9295","JG","35","Montipora",2
"MKN9296","JG","35","Montipora",2
"MKN9297","JG","35","Montipora",7
"MKN9298","JG","35","Montipora",12
"MKN9299","JG","35","Montipora",12
"MKN9300","JG","35","Montipora",4
"MKN9301","JG","35","Montipora",1
"MKN9302","JG","35","Montipora",3
"MKN9303","JG","35","Montipora",7
"MKN9304","JG","35","Montipora",7
"MKN9305","JG","35","Montipora",6
"MKN9306","JG","35","Montipora",3
"MKN9307","JG","35","Montipora",11
"MKN9308","JG","35","Montipora",9
"MKN9309","JG","35","Montipora",5
"MKN9310","JG","35","Montipora",6
"MKN9311","JG","35","Montipora",13
"MKN9099","IUI_N","45","Montipora",1
"MKN9101","IUI_N","45","Montipora",2
"MKN9106","IUI_N","45","Montipora",2
"MKN9115","IUI_N","45","Montipora",2
"MKN9116","IUI_N","45","Montipora",2
"MKN9117","IUI_N","45","Montipora",2
"MKN9120","IUI_N","45","Montipora",1
"MKN9123","IUI_N","45","Montipora",3
"MKN9125","IUI_N","45","Montipora",3
"MKN9127","IUI_N","45","Montipora",2
"MKN9128","IUI_N","45","Montipora",3
"MKN9129","IUI_N","45","Montipora",1
"MKN9130","IUI_N","45","Montipora",2
"MKN9131","IUI_N","45","Montipora",11
"MKN8931","IUI_S","45","Montipora",3
"MKN8938","IUI_S","45","Montipora",1
"MKN8952","IUI_S","45","Montipora",1
"MKN8954","IUI_S","45","Montipora",3
"MKN8962","IUI_S","45","Montipora",2
"MKN9253","JG","45","Montipora",1
"MKN9255","JG","45","Montipora",2
"MKN9259","JG","45","Montipora",1
"MKN9262","JG","45","Montipora",8
"MKN9263","JG","45","Montipora",1
"MKN9264","JG","45","Montipora",2
"MKN9265","JG","45","Montipora",3
"MKN9266","JG","45","Montipora",5
"MKN9267","JG","45","Montipora",9
"MKN9268","JG","45","Montipora",1
"MKN9270","JG","45","Montipora",5
"MKN9272","JG","45","Montipora",5
"MKN9273","JG","45","Montipora",2
"MKN9275","JG","45","Montipora",9
"MKN9276","JG","45","Montipora",2
"MKN9277","JG","45","Montipora",2
"MKN9279","JG","45","Montipora",2
"MKN9280","JG","45","Montipora",13
"MKN9281","JG","45","Montipora",8
"MKN9232","IUI_N","5","Mycedium",1
"MKN9234","IUI_N","5","Mycedium",1
"MKN9235","IUI_N","5","Mycedium",4
"MKN9376","JG","5","Mycedium",1
"MKN9047","IUI_S","15","Mycedium",17
"MKN9172","IUI_N","25","Mycedium",1
"MKN9326","JG","25","Mycedium",1
"MKN9337","JG","25","Mycedium",1
"MKN9338","JG","25","Mycedium",2
"MKN9132","IUI_N","35","Mycedium",2
"MKN9133","IUI_N","35","Mycedium",1
"MKN9135","IUI_N","35","Mycedium",21
"MKN9136","IUI_N","35","Mycedium",1
"MKN9142","IUI_N","35","Mycedium",2
"MKN9144","IUI_N","35","Mycedium",2
"MKN9152","IUI_N","35","Mycedium",1
"MKN9154","IUI_N","35","Mycedium",3
"MKN9157","IUI_N","35","Mycedium",1
"MKN8985","IUI_S","35","Mycedium",1
"MKN9283","JG","35","Mycedium",1
"MKN9290","JG","35","Mycedium",3
"MKN9292","JG","35","Mycedium",1
"MKN9294","JG","35","Mycedium",6
"MKN9303","JG","35","Mycedium",1
"MKN9305","JG","35","Mycedium",4
"MKN9307","JG","35","Mycedium",3
"MKN9309","JG","35","Mycedium",1
"MKN9101","IUI_N","45","Mycedium",2
"MKN9102","IUI_N","45","Mycedium",1
"MKN9104","IUI_N","45","Mycedium",1
"MKN9105","IUI_N","45","Mycedium",1
"MKN9106","IUI_N","45","Mycedium",2
"MKN9107","IUI_N","45","Mycedium",2
"MKN9109","IUI_N","45","Mycedium",1
"MKN9110","IUI_N","45","Mycedium",1
"MKN9114","IUI_N","45","Mycedium",1
"MKN9131","IUI_N","45","Mycedium",1
"MKN8944","IUI_S","45","Mycedium",1
"MKN8954","IUI_S","45","Mycedium",1
"MKN8961","IUI_S","45","Mycedium",4
"MKN9264","JG","45","Mycedium",1
"MKN9186","IUI_N","25","Oxypora",1
"MKN9320","JG","25","Oxypora",1
"MKN9188","IUI_N","25","Pachyseris",3
"MKN9322","JG","25","Pachyseris",7
"MKN9136","IUI_N","35","Pachyseris",2
"MKN9147","IUI_N","35","Pachyseris",1
"MKN9152","IUI_N","35","Pachyseris",1
"MKN9153","IUI_N","35","Pachyseris",5
"MKN9289","JG","35","Pachyseris",1
"MKN9100","IUI_N","45","Pachyseris",3
"MKN9107","IUI_N","45","Pachyseris",1
"MKN9120","IUI_N","45","Pachyseris",2
"MKN9128","IUI_N","45","Pachyseris",2
"MKN8937","IUI_S","45","Pachyseris",1
"MKN8945","IUI_S","45","Pachyseris",10
"MKN8953","IUI_S","45","Pachyseris",2
"MKN8959","IUI_S","45","Pachyseris",3
"MKN8965","IUI_S","45","Pachyseris",2
"MKN9261","JG","45","Pachyseris",5
"MKN9266","JG","45","Pachyseris",5
"MKN9229","IUI_N","5","Paramontastraea",1
"MKN9234","IUI_N","5","Paramontastraea",1
"MKN9236","IUI_N","5","Paramontastraea",1
"MKN9246","IUI_N","5","Paramontastraea",1
"MKN9065","IUI_S","5","Paramontastraea",1
"MKN9081","IUI_S","5","Paramontastraea",1
"MKN9374","JG","5","Paramontastraea",1
"MKN9375","JG","5","Paramontastraea",1
"MKN9383","JG","5","Paramontastraea",1
"MKN9191","IUI_N","15","Paramontastraea",2
"MKN9195","IUI_N","15","Paramontastraea",1
"MKN9199","IUI_N","15","Paramontastraea",1
"MKN9200","IUI_N","15","Paramontastraea",1
"MKN9201","IUI_N","15","Paramontastraea",1
"MKN9210","IUI_N","15","Paramontastraea",1
"MKN9213","IUI_N","15","Paramontastraea",1
"MKN9225","IUI_N","15","Paramontastraea",1
"MKN9030","IUI_S","15","Paramontastraea",1
"MKN9035","IUI_S","15","Paramontastraea",1
"MKN9050","IUI_S","15","Paramontastraea",1
"MKN9058","IUI_S","15","Paramontastraea",1
"MKN9064","IUI_S","15","Paramontastraea",1
"MKN9342","JG","15","Paramontastraea",2
"MKN9343","JG","15","Paramontastraea",1
"MKN9344","JG","15","Paramontastraea",1
"MKN9347","JG","15","Paramontastraea",1
"MKN9348","JG","15","Paramontastraea",2
"MKN9349","JG","15","Paramontastraea",1
"MKN9350","JG","15","Paramontastraea",2
"MKN9355","JG","15","Paramontastraea",1
"MKN9357","JG","15","Paramontastraea",2
"MKN9362","JG","15","Paramontastraea",1
"MKN9367","JG","15","Paramontastraea",1
"MKN9371","JG","15","Paramontastraea",1
"MKN9166","IUI_N","25","Paramontastraea",1
"MKN9168","IUI_N","25","Paramontastraea",1
"MKN9173","IUI_N","25","Paramontastraea",1
"MKN9020","IUI_S","25","Paramontastraea",1
"MKN9028","IUI_S","25","Paramontastraea",1
"MKN9313","JG","25","Paramontastraea",1
"MKN9322","JG","25","Paramontastraea",1
"MKN9323","JG","25","Paramontastraea",1
"MKN9324","JG","25","Paramontastraea",1
"MKN9325","JG","25","Paramontastraea",1
"MKN9338","JG","25","Paramontastraea",1
"MKN9339","JG","25","Paramontastraea",1
"MKN9136","IUI_N","35","Paramontastraea",1
"MKN9146","IUI_N","35","Paramontastraea",1
"MKN9147","IUI_N","35","Paramontastraea",1
"MKN9155","IUI_N","35","Paramontastraea",1
"MKN8974","IUI_S","35","Paramontastraea",2
"MKN8978","IUI_S","35","Paramontastraea",1
"MKN8992","IUI_S","35","Paramontastraea",1
"MKN8997","IUI_S","35","Paramontastraea",1
"MKN9283","JG","35","Paramontastraea",1
"MKN9293","JG","35","Paramontastraea",1
"MKN9298","JG","35","Paramontastraea",1
"MKN9300","JG","35","Paramontastraea",1
"MKN9105","IUI_N","45","Paramontastraea",1
"MKN9109","IUI_N","45","Paramontastraea",1
"MKN9111","IUI_N","45","Paramontastraea",1
"MKN9128","IUI_N","45","Paramontastraea",1
"MKN8937","IUI_S","45","Paramontastraea",3
"MKN8939","IUI_S","45","Paramontastraea",1
"MKN8942","IUI_S","45","Paramontastraea",1
"MKN8947","IUI_S","45","Paramontastraea",1
"MKN8962","IUI_S","45","Paramontastraea",1
"MKN8965","IUI_S","45","Paramontastraea",1
"MKN9261","JG","45","Paramontastraea",1
"MKN9268","JG","45","Paramontastraea",1
"MKN9272","JG","45","Paramontastraea",1
"MKN9281","JG","45","Paramontastraea",1
"MKN9230","IUI_N","5","Pavona",1
"MKN9165","IUI_N","25","Pavona",1
"MKN9318","JG","25","Pavona",1
"MKN9310","JG","35","Pavona",1
"MKN9264","JG","45","Pavona",1
"MKN9265","JG","45","Pavona",1
"MKN9268","JG","45","Pavona",1
"MKN9226","IUI_N","5","Platygyra",4
"MKN9232","IUI_N","5","Platygyra",2
"MKN9235","IUI_N","5","Platygyra",1
"MKN9238","IUI_N","5","Platygyra",1
"MKN9240","IUI_N","5","Platygyra",1
"MKN9244","IUI_N","5","Platygyra",1
"MKN9069","IUI_S","5","Platygyra",1
"MKN9076","IUI_S","5","Platygyra",1
"MKN9077","IUI_S","5","Platygyra",1
"MKN9079","IUI_S","5","Platygyra",1
"MKN9080","IUI_S","5","Platygyra",1
"MKN9081","IUI_S","5","Platygyra",1
"MKN9085","IUI_S","5","Platygyra",1
"MKN9087","IUI_S","5","Platygyra",1
"MKN9093","IUI_S","5","Platygyra",1
"MKN9373","JG","5","Platygyra",1
"MKN9383","JG","5","Platygyra",1
"MKN9389","JG","5","Platygyra",12
"MKN9193","IUI_N","15","Platygyra",1
"MKN9195","IUI_N","15","Platygyra",2
"MKN9196","IUI_N","15","Platygyra",6
"MKN9199","IUI_N","15","Platygyra",1
"MKN9201","IUI_N","15","Platygyra",4
"MKN9202","IUI_N","15","Platygyra",1
"MKN9208","IUI_N","15","Platygyra",1
"MKN9209","IUI_N","15","Platygyra",1
"MKN9213","IUI_N","15","Platygyra",1
"MKN9214","IUI_N","15","Platygyra",1
"MKN9217","IUI_N","15","Platygyra",1
"MKN9220","IUI_N","15","Platygyra",3
"MKN9221","IUI_N","15","Platygyra",2
"MKN9030","IUI_S","15","Platygyra",1
"MKN9037","IUI_S","15","Platygyra",2
"MKN9041","IUI_S","15","Platygyra",1
"MKN9044","IUI_S","15","Platygyra",1
"MKN9049","IUI_S","15","Platygyra",1
"MKN9052","IUI_S","15","Platygyra",1
"MKN9342","JG","15","Platygyra",1
"MKN9344","JG","15","Platygyra",2
"MKN9346","JG","15","Platygyra",3
"MKN9361","JG","15","Platygyra",1
"MKN9362","JG","15","Platygyra",1
"MKN9366","JG","15","Platygyra",2
"MKN9369","JG","15","Platygyra",5
"MKN9165","IUI_N","25","Platygyra",1
"MKN9166","IUI_N","25","Platygyra",2
"MKN9168","IUI_N","25","Platygyra",2
"MKN9175","IUI_N","25","Platygyra",1
"MKN9178","IUI_N","25","Platygyra",1
"MKN9006","IUI_S","25","Platygyra",1
"MKN9014","IUI_S","25","Platygyra",3
"MKN9022","IUI_S","25","Platygyra",1
"MKN9025","IUI_S","25","Platygyra",1
"MKN9028","IUI_S","25","Platygyra",1
"MKN9328","JG","25","Platygyra",2
"MKN9339","JG","25","Platygyra",1
"MKN9137","IUI_N","35","Platygyra",1
"MKN9145","IUI_N","35","Platygyra",1
"MKN9147","IUI_N","35","Platygyra",1
"MKN9153","IUI_N","35","Platygyra",3
"MKN8971","IUI_S","35","Platygyra",1
"MKN9299","JG","35","Platygyra",3
"MKN9111","IUI_N","45","Platygyra",1
"MKN8962","IUI_S","45","Platygyra",4
"MKN9228","IUI_N","5","Plerogyra",9
"MKN9233","IUI_N","5","Plerogyra",1
"MKN9243","IUI_N","5","Plerogyra",1
"MKN9251","IUI_N","5","Plerogyra",8
"MKN9017","IUI_S","25","Plerogyra",1
"MKN9317","JG","25","Plerogyra",1
"MKN9229","IUI_N","5","Pocillopora",1
"MKN9230","IUI_N","5","Pocillopora",1
"MKN9231","IUI_N","5","Pocillopora",1
"MKN9232","IUI_N","5","Pocillopora",2
"MKN9233","IUI_N","5","Pocillopora",3
"MKN9238","IUI_N","5","Pocillopora",2
"MKN9239","IUI_N","5","Pocillopora",2
"MKN9240","IUI_N","5","Pocillopora",1
"MKN9241","IUI_N","5","Pocillopora",1
"MKN9243","IUI_N","5","Pocillopora",2
"MKN9245","IUI_N","5","Pocillopora",2
"MKN9246","IUI_N","5","Pocillopora",6
"MKN9247","IUI_N","5","Pocillopora",5
"MKN9249","IUI_N","5","Pocillopora",2
"MKN9072","IUI_S","5","Pocillopora",1
"MKN9075","IUI_S","5","Pocillopora",3
"MKN9078","IUI_S","5","Pocillopora",6
"MKN9079","IUI_S","5","Pocillopora",1
"MKN9080","IUI_S","5","Pocillopora",2
"MKN9087","IUI_S","5","Pocillopora",1
"MKN9088","IUI_S","5","Pocillopora",1
"MKN9374","JG","5","Pocillopora",1
