"PIC","SITE","DEPTH","LABEL_corrected","Count"
"MKN9390","JG","5","Pocillopora",2
"MKN9393","JG","5","Pocillopora",2
"MKN9401","JG","5","Pocillopora",1
"MKN9196","IUI_N","15","Pocillopora",1
"MKN9197","IUI_N","15","Pocillopora",1
"MKN9199","IUI_N","15","Pocillopora",5
"MKN9208","IUI_N","15","Pocillopora",1
"MKN9209","IUI_N","15","Pocillopora",4
"MKN9212","IUI_N","15","Pocillopora",1
"MKN9217","IUI_N","15","Pocillopora",2
"MKN9220","IUI_N","15","Pocillopora",1
"MKN9223","IUI_N","15","Pocillopora",1
"MKN9030","IUI_S","15","Pocillopora",3
"MKN9036","IUI_S","15","Pocillopora",1
"MKN9037","IUI_S","15","Pocillopora",2
"MKN9042","IUI_S","15","Pocillopora",7
"MKN9045","IUI_S","15","Pocillopora",1
"MKN9047","IUI_S","15","Pocillopora",1
"MKN9062","IUI_S","15","Pocillopora",2
"MKN9346","JG","15","Pocillopora",2
"MKN9349","JG","15","Pocillopora",3
"MKN9358","JG","15","Pocillopora",1
"MKN9362","JG","15","Pocillopora",3
"MKN9365","JG","15","Pocillopora",1
"MKN9190","IUI_N","25","Pocillopora",1
"MKN9007","IUI_S","25","Pocillopora",1
"MKN9023","IUI_S","25","Pocillopora",1
"MKN8983","IUI_S","35","Pocillopora",1
"MKN9291","JG","35","Podbacia",4
"MKN9293","JG","35","Podbacia",1
"MKN9308","JG","35","Podbacia",2
"MKN9246","IUI_N","5","Porites",1
"MKN9373","JG","5","Porites",1
"MKN9376","JG","5","Porites",1
"MKN9386","JG","5","Porites",1
"MKN9390","JG","5","Porites",1
"MKN9394","JG","5","Porites",1
"MKN9192","IUI_N","15","Porites",3
"MKN9196","IUI_N","15","Porites",2
"MKN9199","IUI_N","15","Porites",1
"MKN9212","IUI_N","15","Porites",1
"MKN9219","IUI_N","15","Porites",1
"MKN9225","IUI_N","15","Porites",1
"MKN9033","IUI_S","15","Porites",1
"MKN9034","IUI_S","15","Porites",1
"MKN9038","IUI_S","15","Porites",1
"MKN9039","IUI_S","15","Porites",18
"MKN9040","IUI_S","15","Porites",1
"MKN9042","IUI_S","15","Porites",1
"MKN9043","IUI_S","15","Porites",3
"MKN9045","IUI_S","15","Porites",1
"MKN9048","IUI_S","15","Porites",7
"MKN9049","IUI_S","15","Porites",4
"MKN9050","IUI_S","15","Porites",2
"MKN9053","IUI_S","15","Porites",1
"MKN9057","IUI_S","15","Porites",5
"MKN9059","IUI_S","15","Porites",1
"MKN9064","IUI_S","15","Porites",1
"MKN9346","JG","15","Porites",1
"MKN9347","JG","15","Porites",2
"MKN9354","JG","15","Porites",1
"MKN9357","JG","15","Porites",1
"MKN9360","JG","15","Porites",1
"MKN9363","JG","15","Porites",2
"MKN9367","JG","15","Porites",2
"MKN9368","JG","15","Porites",1
"MKN9159","IUI_N","25","Porites",2
"MKN9160","IUI_N","25","Porites",1
"MKN9161","IUI_N","25","Porites",2
"MKN9163","IUI_N","25","Porites",2
"MKN9164","IUI_N","25","Porites",1
"MKN9165","IUI_N","25","Porites",1
"MKN9166","IUI_N","25","Porites",3
"MKN9167","IUI_N","25","Porites",4
"MKN9169","IUI_N","25","Porites",3
"MKN9173","IUI_N","25","Porites",2
"MKN9174","IUI_N","25","Porites",4
"MKN9175","IUI_N","25","Porites",1
"MKN9176","IUI_N","25","Porites",6
"MKN9177","IUI_N","25","Porites",6
"MKN9178","IUI_N","25","Porites",8
"MKN9179","IUI_N","25","Porites",2
"MKN9181","IUI_N","25","Porites",2
"MKN9182","IUI_N","25","Porites",1
"MKN9183","IUI_N","25","Porites",1
"MKN9184","IUI_N","25","Porites",4
"MKN9186","IUI_N","25","Porites",4
"MKN9187","IUI_N","25","Porites",2
"MKN9188","IUI_N","25","Porites",2
"MKN9189","IUI_N","25","Porites",2
"MKN9190","IUI_N","25","Porites",4
"MKN9006","IUI_S","25","Porites",1
"MKN9009","IUI_S","25","Porites",1
"MKN9020","IUI_S","25","Porites",1
"MKN9312","JG","25","Porites",6
"MKN9313","JG","25","Porites",2
"MKN9314","JG","25","Porites",2
"MKN9315","JG","25","Porites",3
"MKN9317","JG","25","Porites",1
"MKN9318","JG","25","Porites",2
"MKN9319","JG","25","Porites",5
"MKN9320","JG","25","Porites",5
"MKN9321","JG","25","Porites",5
"MKN9322","JG","25","Porites",1
"MKN9323","JG","25","Porites",3
"MKN9324","JG","25","Porites",4
"MKN9325","JG","25","Porites",2
"MKN9327","JG","25","Porites",2
"MKN9328","JG","25","Porites",2
"MKN9329","JG","25","Porites",1
"MKN9330","JG","25","Porites",1
"MKN9331","JG","25","Porites",2
"MKN9332","JG","25","Porites",2
"MKN9333","JG","25","Porites",1
"MKN9334","JG","25","Porites",1
"MKN9335","JG","25","Porites",5
"MKN9336","JG","25","Porites",2
"MKN9337","JG","25","Porites",13
"MKN9338","JG","25","Porites",1
"MKN9339","JG","25","Porites",1
"MKN9340","JG","25","Porites",7
"MKN9341","JG","25","Porites",1
"MKN9132","IUI_N","35","Porites",3
"MKN9134","IUI_N","35","Porites",2
"MKN9136","IUI_N","35","Porites",4
"MKN9137","IUI_N","35","Porites",2
"MKN9138","IUI_N","35","Porites",6
"MKN9139","IUI_N","35","Porites",1
"MKN9140","IUI_N","35","Porites",2
"MKN9141","IUI_N","35","Porites",3
"MKN9142","IUI_N","35","Porites",4
"MKN9143","IUI_N","35","Porites",3
"MKN9144","IUI_N","35","Porites",6
"MKN9145","IUI_N","35","Porites",3
"MKN9146","IUI_N","35","Porites",1
"MKN9148","IUI_N","35","Porites",2
"MKN9149","IUI_N","35","Porites",5
"MKN9150","IUI_N","35","Porites",9
"MKN9151","IUI_N","35","Porites",6
"MKN9152","IUI_N","35","Porites",2
"MKN9153","IUI_N","35","Porites",1
"MKN9154","IUI_N","35","Porites",6
"MKN9155","IUI_N","35","Porites",2
"MKN9158","IUI_N","35","Porites",1
"MKN8968","IUI_S","35","Porites",2
"MKN8970","IUI_S","35","Porites",1
"MKN8975","IUI_S","35","Porites",1
"MKN8978","IUI_S","35","Porites",1
"MKN8986","IUI_S","35","Porites",1
"MKN8987","IUI_S","35","Porites",1
"MKN8993","IUI_S","35","Porites",3
"MKN8998","IUI_S","35","Porites",1
"MKN8999","IUI_S","35","Porites",1
"MKN9000","IUI_S","35","Porites",1
"MKN9001","IUI_S","35","Porites",1
"MKN9282","JG","35","Porites",3
"MKN9284","JG","35","Porites",6
"MKN9285","JG","35","Porites",5
"MKN9286","JG","35","Porites",4
"MKN9287","JG","35","Porites",2
"MKN9288","JG","35","Porites",7
"MKN9289","JG","35","Porites",5
"MKN9290","JG","35","Porites",1
"MKN9291","JG","35","Porites",1
"MKN9292","JG","35","Porites",3
"MKN9293","JG","35","Porites",3
"MKN9294","JG","35","Porites",3
"MKN9296","JG","35","Porites",3
"MKN9297","JG","35","Porites",2
"MKN9298","JG","35","Porites",7
"MKN9299","JG","35","Porites",3
"MKN9300","JG","35","Porites",1
"MKN9301","JG","35","Porites",3
"MKN9302","JG","35","Porites",2
"MKN9303","JG","35","Porites",1
"MKN9304","JG","35","Porites",4
"MKN9305","JG","35","Porites",1
"MKN9306","JG","35","Porites",2
"MKN9307","JG","35","Porites",3
"MKN9308","JG","35","Porites",4
"MKN9309","JG","35","Porites",2
"MKN9310","JG","35","Porites",9
"MKN9311","JG","35","Porites",2
"MKN9107","IUI_N","45","Porites",1
"MKN9114","IUI_N","45","Porites",1
"MKN9116","IUI_N","45","Porites",2
"MKN9118","IUI_N","45","Porites",1
"MKN9119","IUI_N","45","Porites",1
"MKN9120","IUI_N","45","Porites",2
"MKN9122","IUI_N","45","Porites",1
"MKN9125","IUI_N","45","Porites",1
"MKN9128","IUI_N","45","Porites",2
"MKN9129","IUI_N","45","Porites",1
"MKN9130","IUI_N","45","Porites",2
"MKN8931","IUI_S","45","Porites",1
"MKN8951","IUI_S","45","Porites",1
"MKN8952","IUI_S","45","Porites",1
"MKN8966","IUI_S","45","Porites",1
"MKN9255","JG","45","Porites",1
"MKN9257","JG","45","Porites",1
"MKN9258","JG","45","Porites",1
"MKN9259","JG","45","Porites",3
"MKN9261","JG","45","Porites",2
"MKN9262","JG","45","Porites",2
"MKN9263","JG","45","Porites",3
"MKN9268","JG","45","Porites",1
"MKN9269","JG","45","Porites",3
"MKN9271","JG","45","Porites",3
"MKN9273","JG","45","Porites",1
"MKN9274","JG","45","Porites",1
"MKN9275","JG","45","Porites",2
"MKN9276","JG","45","Porites",1
"MKN9277","JG","45","Porites",4
"MKN9278","JG","45","Porites",2
"MKN9279","JG","45","Porites",8
"MKN9280","JG","45","Porites",1
"MKN9281","JG","45","Porites",1
"MKN9248","IUI_N","5","Psammocora",1
"MKN9189","IUI_N","25","Psammocora",1
"MKN9154","IUI_N","35","Psammocora",2
"MKN8984","IUI_S","35","Psammocora",1
"MKN9282","JG","35","Psammocora",1
"MKN9286","JG","35","Psammocora",1
"MKN9288","JG","35","Psammocora",1
"MKN9290","JG","35","Psammocora",1
"MKN9292","JG","35","Psammocora",1
"MKN9299","JG","35","Psammocora",1
"MKN9304","JG","35","Psammocora",1
"MKN8948","IUI_S","45","Psammocora",1
"MKN8949","IUI_S","45","Psammocora",1
"MKN9252","JG","45","Psammocora",1
"MKN9275","JG","45","Psammocora",1
"MKN9280","JG","45","Psammocora",2
"MKN8988","IUI_S","35","Sclerophyllia",1
"MKN9118","IUI_N","45","Sclerophyllia",1
"MKN9355","JG","15","Seriatopora",1
"MKN9295","JG","35","Seriatopora",1
"MKN9299","JG","35","Seriatopora",1
"MKN8946","IUI_S","45","Seriatopora",1
"MKN9270","JG","45","Seriatopora",4
"MKN9271","JG","45","Seriatopora",4
"MKN9276","JG","45","Seriatopora",9
"MKN9072","IUI_S","5","Siderastrea",1
"MKN9205","IUI_N","15","Siderastrea",1
"MKN9063","IUI_S","15","Siderastrea",1
"MKN9064","IUI_S","15","Siderastrea",1
"MKN9355","JG","15","Siderastrea",1
"MKN9331","JG","25","Siderastrea",1
"MKN8996","IUI_S","35","Siderastrea",1
"MKN9226","IUI_N","5","Stylophora",1
"MKN9228","IUI_N","5","Stylophora",4
"MKN9230","IUI_N","5","Stylophora",1
"MKN9232","IUI_N","5","Stylophora",2
"MKN9236","IUI_N","5","Stylophora",1
"MKN9237","IUI_N","5","Stylophora",2
"MKN9239","IUI_N","5","Stylophora",1
"MKN9241","IUI_N","5","Stylophora",1
"MKN9242","IUI_N","5","Stylophora",3
"MKN9243","IUI_N","5","Stylophora",2
"MKN9244","IUI_N","5","Stylophora",1
"MKN9245","IUI_N","5","Stylophora",2
"MKN9246","IUI_N","5","Stylophora",1
"MKN9247","IUI_N","5","Stylophora",2
"MKN9249","IUI_N","5","Stylophora",1
"MKN9250","IUI_N","5","Stylophora",3
"MKN9251","IUI_N","5","Stylophora",2
"MKN9065","IUI_S","5","Stylophora",1
"MKN9066","IUI_S","5","Stylophora",2
"MKN9067","IUI_S","5","Stylophora",4
"MKN9068","IUI_S","5","Stylophora",3
"MKN9069","IUI_S","5","Stylophora",1
"MKN9070","IUI_S","5","Stylophora",2
"MKN9071","IUI_S","5","Stylophora",4
"MKN9072","IUI_S","5","Stylophora",2
"MKN9073","IUI_S","5","Stylophora",1
"MKN9074","IUI_S","5","Stylophora",2
"MKN9076","IUI_S","5","Stylophora",2
"MKN9077","IUI_S","5","Stylophora",3
"MKN9078","IUI_S","5","Stylophora",4
"MKN9080","IUI_S","5","Stylophora",3
"MKN9081","IUI_S","5","Stylophora",4
"MKN9082","IUI_S","5","Stylophora",3
"MKN9083","IUI_S","5","Stylophora",5
"MKN9084","IUI_S","5","Stylophora",7
"MKN9085","IUI_S","5","Stylophora",7
"MKN9087","IUI_S","5","Stylophora",4
"MKN9088","IUI_S","5","Stylophora",3
"MKN9089","IUI_S","5","Stylophora",2
"MKN9090","IUI_S","5","Stylophora",3
"MKN9091","IUI_S","5","Stylophora",5
"MKN9092","IUI_S","5","Stylophora",1
"MKN9094","IUI_S","5","Stylophora",2
"MKN9095","IUI_S","5","Stylophora",1
"MKN9096","IUI_S","5","Stylophora",2
"MKN9372","JG","5","Stylophora",2
"MKN9373","JG","5","Stylophora",2
"MKN9374","JG","5","Stylophora",2
"MKN9375","JG","5","Stylophora",3
"MKN9376","JG","5","Stylophora",1
"MKN9383","JG","5","Stylophora",2
"MKN9386","JG","5","Stylophora",1
"MKN9387","JG","5","Stylophora",2
"MKN9388","JG","5","Stylophora",1
"MKN9389","JG","5","Stylophora",1
"MKN9393","JG","5","Stylophora",1
"MKN9395","JG","5","Stylophora",2
"MKN9397","JG","5","Stylophora",1
"MKN9399","JG","5","Stylophora",2
"MKN9400","JG","5","Stylophora",1
"MKN9193","IUI_N","15","Stylophora",1
"MKN9197","IUI_N","15","Stylophora",1
"MKN9198","IUI_N","15","Stylophora",3
"MKN9200","IUI_N","15","Stylophora",4
"MKN9201","IUI_N","15","Stylophora",1
"MKN9203","IUI_N","15","Stylophora",2
"MKN9206","IUI_N","15","Stylophora",1
"MKN9207","IUI_N","15","Stylophora",2
"MKN9210","IUI_N","15","Stylophora",2
"MKN9213","IUI_N","15","Stylophora",2
"MKN9214","IUI_N","15","Stylophora",1
"MKN9215","IUI_N","15","Stylophora",1
"MKN9216","IUI_N","15","Stylophora",1
"MKN9217","IUI_N","15","Stylophora",1
"MKN9218","IUI_N","15","Stylophora",4
"MKN9219","IUI_N","15","Stylophora",1
"MKN9220","IUI_N","15","Stylophora",3
"MKN9221","IUI_N","15","Stylophora",4
"MKN9222","IUI_N","15","Stylophora",3
"MKN9223","IUI_N","15","Stylophora",2
"MKN9224","IUI_N","15","Stylophora",3
"MKN9225","IUI_N","15","Stylophora",2
"MKN9031","IUI_S","15","Stylophora",1
"MKN9032","IUI_S","15","Stylophora",2
"MKN9033","IUI_S","15","Stylophora",3
"MKN9034","IUI_S","15","Stylophora",1
"MKN9035","IUI_S","15","Stylophora",1
"MKN9036","IUI_S","15","Stylophora",1
"MKN9041","IUI_S","15","Stylophora",5
"MKN9042","IUI_S","15","Stylophora",1
"MKN9043","IUI_S","15","Stylophora",1
"MKN9047","IUI_S","15","Stylophora",1
"MKN9048","IUI_S","15","Stylophora",1
"MKN9049","IUI_S","15","Stylophora",1
"MKN9050","IUI_S","15","Stylophora",1
"MKN9051","IUI_S","15","Stylophora",2
"MKN9053","IUI_S","15","Stylophora",3
"MKN9055","IUI_S","15","Stylophora",2
"MKN9056","IUI_S","15","Stylophora",1
"MKN9058","IUI_S","15","Stylophora",1
"MKN9059","IUI_S","15","Stylophora",3
"MKN9060","IUI_S","15","Stylophora",4
"MKN9061","IUI_S","15","Stylophora",1
"MKN9062","IUI_S","15","Stylophora",1
"MKN9063","IUI_S","15","Stylophora",2
"MKN9064","IUI_S","15","Stylophora",1
"MKN9342","JG","15","Stylophora",3
"MKN9343","JG","15","Stylophora",1
"MKN9344","JG","15","Stylophora",2
"MKN9345","JG","15","Stylophora",2
"MKN9347","JG","15","Stylophora",3
"MKN9348","JG","15","Stylophora",4
"MKN9349","JG","15","Stylophora",3
"MKN9350","JG","15","Stylophora",2
"MKN9351","JG","15","Stylophora",1
"MKN9352","JG","15","Stylophora",2
"MKN9353","JG","15","Stylophora",2
"MKN9354","JG","15","Stylophora",1
"MKN9355","JG","15","Stylophora",2
"MKN9356","JG","15","Stylophora",1
"MKN9357","JG","15","Stylophora",2
"MKN9359","JG","15","Stylophora",1
"MKN9360","JG","15","Stylophora",3
"MKN9362","JG","15","Stylophora",1
"MKN9363","JG","15","Stylophora",1
"MKN9364","JG","15","Stylophora",1
"MKN9367","JG","15","Stylophora",1
"MKN9369","JG","15","Stylophora",3
"MKN9371","JG","15","Stylophora",2
"MKN9159","IUI_N","25","Stylophora",1
"MKN9161","IUI_N","25","Stylophora",1
"MKN9170","IUI_N","25","Stylophora",1
"MKN9172","IUI_N","25","Stylophora",1
"MKN9177","IUI_N","25","Stylophora",4
"MKN9178","IUI_N","25","Stylophora",2
"MKN9180","IUI_N","25","Stylophora",4
"MKN9181","IUI_N","25","Stylophora",2
"MKN9183","IUI_N","25","Stylophora",1
"MKN9186","IUI_N","25","Stylophora",3
"MKN9187","IUI_N","25","Stylophora",1
"MKN9189","IUI_N","25","Stylophora",1
"MKN9005","IUI_S","25","Stylophora",2
"MKN9006","IUI_S","25","Stylophora",4
"MKN9008","IUI_S","25","Stylophora",2
"MKN9009","IUI_S","25","Stylophora",2
"MKN9010","IUI_S","25","Stylophora",2
"MKN9012","IUI_S","25","Stylophora",1
"MKN9013","IUI_S","25","Stylophora",1
"MKN9016","IUI_S","25","Stylophora",1
"MKN9017","IUI_S","25","Stylophora",3
"MKN9018","IUI_S","25","Stylophora",1
"MKN9021","IUI_S","25","Stylophora",1
"MKN9024","IUI_S","25","Stylophora",1
"MKN9028","IUI_S","25","Stylophora",4
"MKN9312","JG","25","Stylophora",1
"MKN9314","JG","25","Stylophora",1
"MKN9315","JG","25","Stylophora",2
"MKN9316","JG","25","Stylophora",2
"MKN9318","JG","25","Stylophora",2
"MKN9319","JG","25","Stylophora",2
"MKN9320","JG","25","Stylophora",4
"MKN9323","JG","25","Stylophora",2
"MKN9326","JG","25","Stylophora",1
"MKN9327","JG","25","Stylophora",1
"MKN9328","JG","25","Stylophora",1
"MKN9331","JG","25","Stylophora",1
"MKN9332","JG","25","Stylophora",1
"MKN9340","JG","25","Stylophora",1
"MKN9341","JG","25","Stylophora",1
"MKN9132","IUI_N","35","Stylophora",2
"MKN9141","IUI_N","35","Stylophora",3
"MKN9145","IUI_N","35","Stylophora",1
"MKN9146","IUI_N","35","Stylophora",4
"MKN9147","IUI_N","35","Stylophora",1
"MKN9148","IUI_N","35","Stylophora",1
"MKN9149","IUI_N","35","Stylophora",1
"MKN9153","IUI_N","35","Stylophora",2
"MKN9154","IUI_N","35","Stylophora",1
"MKN9157","IUI_N","35","Stylophora",3
"MKN9158","IUI_N","35","Stylophora",1
"MKN8977","IUI_S","35","Stylophora",1
"MKN8981","IUI_S","35","Stylophora",1
"MKN8982","IUI_S","35","Stylophora",2
"MKN8985","IUI_S","35","Stylophora",2
"MKN8989","IUI_S","35","Stylophora",1
"MKN8990","IUI_S","35","Stylophora",2
"MKN8993","IUI_S","35","Stylophora",2
"MKN8994","IUI_S","35","Stylophora",1
"MKN8997","IUI_S","35","Stylophora",1
"MKN8999","IUI_S","35","Stylophora",1
"MKN9001","IUI_S","35","Stylophora",1
"MKN9282","JG","35","Stylophora",1
"MKN9283","JG","35","Stylophora",1
"MKN9285","JG","35","Stylophora",1
"MKN9288","JG","35","Stylophora",4
"MKN9291","JG","35","Stylophora",1
"MKN9295","JG","35","Stylophora",1
"MKN9296","JG","35","Stylophora",2
"MKN9297","JG","35","Stylophora",2
"MKN9298","JG","35","Stylophora",2
"MKN9300","JG","35","Stylophora",1
"MKN9301","JG","35","Stylophora",1
"MKN9302","JG","35","Stylophora",2
"MKN9303","JG","35","Stylophora",2
"MKN9304","JG","35","Stylophora",1
"MKN9305","JG","35","Stylophora",1
"MKN9306","JG","35","Stylophora",2
"MKN9307","JG","35","Stylophora",1
"MKN9309","JG","35","Stylophora",2
"MKN9310","JG","35","Stylophora",3
"MKN9311","JG","35","Stylophora",3
"MKN9100","IUI_N","45","Stylophora",2
"MKN9101","IUI_N","45","Stylophora",1
"MKN9123","IUI_N","45","Stylophora",2
"MKN9124","IUI_N","45","Stylophora",2
"MKN8931","IUI_S","45","Stylophora",4
"MKN8936","IUI_S","45","Stylophora",1
"MKN8937","IUI_S","45","Stylophora",1
"MKN8939","IUI_S","45","Stylophora",1
"MKN8941","IUI_S","45","Stylophora",1
"MKN8943","IUI_S","45","Stylophora",1
"MKN8946","IUI_S","45","Stylophora",1
"MKN8947","IUI_S","45","Stylophora",1
"MKN8950","IUI_S","45","Stylophora",3
"MKN8953","IUI_S","45","Stylophora",1
"MKN8954","IUI_S","45","Stylophora",1
"MKN8959","IUI_S","45","Stylophora",1
"MKN8961","IUI_S","45","Stylophora",1
"MKN8963","IUI_S","45","Stylophora",1
"MKN8964","IUI_S","45","Stylophora",1
"MKN9252","JG","45","Stylophora",1
"MKN9253","JG","45","Stylophora",1
"MKN9254","JG","45","Stylophora",3
"MKN9256","JG","45","Stylophora",2
"MKN9259","JG","45","Stylophora",2
"MKN9262","JG","45","Stylophora",1
"MKN9264","JG","45","Stylophora",3
"MKN9265","JG","45","Stylophora",1
"MKN9273","JG","45","Stylophora",1
"MKN9280","JG","45","Stylophora",1
"MKN9244","IUI_N","5","Turbinaria",1
"MKN9245","IUI_N","5","Turbinaria",1
"MKN9065","IUI_S","5","Turbinaria",3
"MKN9075","IUI_S","5","Turbinaria",1
"MKN9379","JG","5","Turbinaria",1
"MKN9380","JG","5","Turbinaria",2
"MKN9381","JG","5","Turbinaria",1
"MKN9401","JG","5","Turbinaria",1
"MKN9056","IUI_S","15","Turbinaria",17
"MKN9166","IUI_N","25","Turbinaria",1
"MKN9334","JG","25","Turbinaria",9
"MKN9335","JG","25","Turbinaria",1
"MKN9153","IUI_N","35","Turbinaria",2
"MKN9295","JG","35","Turbinaria",6
"MKN9306","JG","35","Turbinaria",3
"MKN9115","IUI_N","45","Turbinaria",1
"MKN9118","IUI_N","45","Turbinaria",3
"MKN9279","JG","45","Turbinaria",4
